Comparison	Genus	mean_g1	mean_g2	log2FoldChange	pvalue	p_adj
Group2_vs_Group1	Parasutterella	2.3366322795561454e-6	3.277789411290602e-5	0.6754455366659017	1	1
Group2_vs_Group1	Unclassified	7.640645257096052e-6	9.578553945223927e-6	0.044385742410690945	0.9123305475436871	1
Group2_vs_Group1	Luteimonas	6.807111170564841e-5	3.006121380588293e-4	0.010686119140703866	1	1
Group2_vs_Group1	Lysobacter	7.908086570896848e-5	1.5889542233722982e-4	0.3969625036991599	1	1
Group2_vs_Group1	Wohlfahrtiimonas	1.3364859651489898e-5	7.417005434077656e-6	1.3986675628669645	1	1
Group2_vs_Group1	Sphingomonas	2.7281805945069314e-5	3.7630665247260247e-6	-0.5862733021815464	1	1
Group2_vs_Group1	Paenochrobactrum	0	5.48091091419417e-5	0	1	1
Group2_vs_Group1	Gemmobacter	6.871373677867318e-4	3.143597849429624e-4	-0.48822573010091835	0.34622548678727294	1
Group2_vs_Group1	Paracoccus	3.562037651822468e-5	8.842539247010079e-5	-0.20997113832787323	1	1
Group2_vs_Group1	Unclassified	2.1104635346873138e-5	1.7771867422523336e-5	-0.48118792838660007	1	1
Group2_vs_Group1	Aminobacter	4.963403410370506e-6	8.079468287856783e-6	0.24660266273968884	1	1
Group2_vs_Group1	Pseudochrobactrum	1.924982297128163e-4	1.771282619707858e-4	-0.3825252839097769	0.4269495088225781	1
Group2_vs_Group1	Unclassified	1.730281709636977e-6	5.206080823402022e-6	0.32295252888377896	1	1
Group2_vs_Group1	Pseudoramibacter	0.0023866254469753607	0.005223598053996203	0.6845088994489061	1	1
Group2_vs_Group1	Anaerofustis	9.558888523198753e-5	5.51726120621201e-5	-0.3152322884925158	1	1
Group2_vs_Group1	Unclassified	0	1.179151123586011e-4	0	1	1
Group2_vs_Group1	Family XIII AD3011 group	0.003543958599588391	0.002331339701066863	-0.6082930595609387	1	1
Group2_vs_Group1	Family XIII UCG-001	4.5389936990095236e-5	1.3822341017013033e-5	-0.7920272423632073	1	1
Group2_vs_Group1	Proteocatella	1.228862746292019e-4	8.91443191981784e-5	-0.6603113142556315	1	1
Group2_vs_Group1	Terrisporobacter	0.031155334685777646	0.04975687411734789	0.15801079008126528	1	1
Group2_vs_Group1	Unclassified	0	3.474583599019078e-6	0	1	1
Group2_vs_Group1	Tissierella	4.853226154289622e-6	1.1490589358499453e-4	0.41537960886956177	1	1
Group2_vs_Group1	Murdochiella	0	0.0018996548776300825	0	1	1
Group2_vs_Group1	Gallicola	9.994387644802966e-4	0.00147978159919405	0.8642018743772214	1	1
Group2_vs_Group1	Clostridium sensu stricto 5	2.461467484717803e-6	2.1749720001927163e-5	-0.036504111601099655	0.9281684672524476	1
Group2_vs_Group1	Clostridium sensu stricto 1	0.062184184812568995	0.10637235628464269	0.5619719833200464	1	1
Group2_vs_Group1	Christensenella	5.237736079049817e-6	5.72060980280302e-5	-0.3573658587580153	1	1
Group2_vs_Group1	Unclassified	1.8668595914266817e-5	1.5895709676309512e-5	0.30503478112864596	1	1
Group2_vs_Group1	Unclassified	4.5456138847198204e-5	1.189818248457882e-4	0.48731549285760567	1	1
Group2_vs_Group1	Unclassified	4.234101656081698e-6	6.5429523814457e-6	0.08411433180886387	1	1
Group2_vs_Group1	Monoglobus	1.797342264229139e-4	1.832229811472913e-4	0.11569013024772898	1	1
Group2_vs_Group1	UCG-009	6.860300561945906e-5	3.174470476800384e-4	1.0350356207933267	1	1
Group2_vs_Group1	Unclassified	0.0017783640834066366	0.001769917715726294	-0.47138059904942176	0.278816293836855	1
Group2_vs_Group1	Pseudoflavonifractor	1.6406408564018306e-5	1.6189582430862796e-5	0.084715703873751	1	1
Group2_vs_Group1	UCG-005	0.0012501243990272798	0.002539272052867447	0.6767646906176267	1	1
Group2_vs_Group1	UCG-007	0	9.621157701766034e-6	0	1	1
Group2_vs_Group1	UCG-003	2.3673224201287153e-6	1.3396800033572514e-6	-0.24194692524062442	1	1
Group2_vs_Group1	Oscillibacter	4.0704426087510146e-5	7.755096839907773e-5	0.3589088561064067	1	1
Group2_vs_Group1	Oscillospira	2.018227635947278e-5	6.486723726322715e-5	0.4982836194225543	1	1
Group2_vs_Group1	UCG-002	0.0035901913965081388	0.006432339913086232	0.04844075948009737	0.9172946430692398	1
Group2_vs_Group1	Colidextribacter	1.4472869505898557e-4	1.1638083367897939e-4	-0.3092032901950181	1	1
Group2_vs_Group1	Butyricicoccus	2.45194848466928e-4	3.1096282640915207e-4	0.22445188356235338	1	1
Group2_vs_Group1	Fastidiosipila	0	4.75052024815277e-4	0	1	1
Group2_vs_Group1	Papillibacter	5.5989352376816545e-6	6.271260982499116e-6	0.14210267813940494	1	1
Group2_vs_Group1	Unclassified	5.570634512603133e-4	0.0016222269081439741	0.36043435779228783	1	1
Group2_vs_Group1	Acetanaerobacterium	5.8602689525066505e-5	3.182542982496085e-5	-0.27247899818756083	1	1
Group2_vs_Group1	Candidatus Soleaferrea	9.759963341161951e-5	1.2408787734544377e-4	0.28840170728397807	0.4514811399500521	1
Group2_vs_Group1	Negativibacillus	5.1376049100377034e-5	6.855221784326887e-5	0.36395873247381555	1	1
Group2_vs_Group1	Unclassified	1.3346086999089462e-5	9.915048117957917e-6	-0.960382416938186	1	1
Group2_vs_Group1	UBA1819	5.219623486106227e-4	3.8170310041237714e-4	-0.5561910575808476	1	1
Group2_vs_Group1	Subdoligranulum	0.013631849759576549	0.018845048167996085	-0.031209568318678035	1	1
Group2_vs_Group1	Faecalibacterium	3.8928825997002967e-4	4.977877420874929e-4	0.007912019482728287	1	1
Group2_vs_Group1	Pygmaiobacter	1.5043869451594095e-5	4.682358908472993e-5	0.00988068519770759	1	1
Group2_vs_Group1	Fournierella	0.001043781907541367	0.0016101188571358773	0.17485467785117773	1	1
Group2_vs_Group1	Unclassified	0.0014747101152887787	0.002069311754080258	0.026867638970230163	1	1
Group2_vs_Group1	DTU089	5.9561023195277075e-6	7.601908382830609e-6	0.3218970113922417	1	1
Group2_vs_Group1	CAG-352	0	1.9646674036576228e-4	0	1	1
Group2_vs_Group1	Caproiciproducens	2.9070286585202714e-5	3.73942943468562e-5	-0.3268813217115856	1	1
Group2_vs_Group1	Incertae Sedis	5.649549392964494e-4	7.527768030696142e-4	0.2689280033163035	0.5129253789833865	1
Group2_vs_Group1	[Eubacterium] siraeum group	4.5211065408780863e-4	8.41659238320219e-4	-0.14480881429925993	1	1
Group2_vs_Group1	Lachnospiraceae UCG-007	1.2697542009817739e-6	3.880705672048215e-6	0.6090638004381149	1	1
Group3_vs_Group1	Eubacterium	3.2145869972378043e-4	0.02392585656313922	4.032029286373892	1.486637309552287e-11	9.082594365658865e-11
Group3_vs_Group1	W5053	2.172832295588629e-6	0.0025517858385987607	3.5329514499506014	2.7872717357609818e-9	1.4241534416296988e-8
Group3_vs_Group1	Escherichia-Shigella	0.005777966209723431	2.7800116664766475e-5	-3.7418969486411364	1.1660111913581387e-8	7.123732607056658e-8
Group3_vs_Group1	Anaerococcus	3.6874960183001826e-5	0.003907004143460961	3.593959339654412	2.2661276514079465e-8	1.1578754423252282e-7
Group3_vs_Group1	Acinetobacter	0.039857788555332015	0.0022199767419109314	-3.135768916756273	2.0096143394492644e-8	1.2277716803788573e-7
Group3_vs_Group1	Micrococcus	9.012856741689331e-4	7.9248282546616e-6	-3.115854959767275	3.2774076015441256e-8	2.0023285857609e-7
Group3_vs_Group1	Intestinibacter	0.0011341951175381513	0.023794242996924307	3.028598859609672	7.609932200021069e-8	4.6492797455603174e-7
Group3_vs_Group1	Unclassified	0.025345332342735692	0.002636644245119446	-3.041525931215153	2.5084882668375414e-7	1.5325581601043958e-6
Group3_vs_Group1	Paludicola	5.25786180277579e-5	5.268011579636463e-4	2.1730663162325	5.193225782836925e-7	3.1727956060105886e-6
Group3_vs_Group1	Jeotgalicoccus	0.004322183456886229	6.527225095790228e-4	-2.562529227110308	3.2012711740714836e-6	1.9558131187575415e-5
Group3_vs_Group1	[Eubacterium] hallii group	0.01231492978947127	0.0021928777701501275	-2.6199158706708934	5.496721079350067e-6	2.808543617186166e-5
Group3_vs_Group1	Parabacteroides	0.0010883139424875483	0.027686947522032018	2.532808682223596	5.596074435792935e-6	3.418915549458895e-5
Group3_vs_Group1	Brevundimonas	5.660740625178345e-4	1.2102840550651048e-5	-2.540375563625845	5.9180670790392895e-6	3.615636602303566e-5
Group3_vs_Group1	Erysipelothrix	0.0016253028906481931	2.29145967385575e-4	-2.3162793434411104	7.630767271927117e-6	4.662008909929195e-5
Group3_vs_Group1	Vagococcus	0.0019087395227128088	4.058923093875171e-5	-2.53613612930022	9.394708673847451e-6	4.800216110724975e-5
Group3_vs_Group1	Agathobacter	0.0016666473321746336	1.2221080221613847e-4	-2.224518732447179	9.195093190265733e-6	5.617732116972569e-5
Group3_vs_Group1	Aerosphaera	0.007354812877745089	4.7628881991854864e-4	-2.679704617551428	1.0722486096474858e-5	6.550891140693034e-5
Group3_vs_Group1	TM7a	0	7.101893667651408e-5	-2.02744980378373	1.2243262592579764e-5	7.480007875904571e-5
Group3_vs_Group1	Stenotrophomonas	8.627623074596015e-4	3.064074608333018e-5	-2.3795827028283343	1.4790151287124076e-5	9.036026735272155e-5
Group3_vs_Group1	Kurthia	0.003205905237542403	9.3823422314965e-6	-2.8884672364187205	3.388811750892634e-5	2.0703908288300255e-4
Group3_vs_Group1	Streptococcus	0.04364168204333949	0.006923788417944328	-2.3344484584619436	4.177376844499193e-5	2.1344261249265953e-4
Group3_vs_Group1	Jeotgalibaca	0.018829342855734513	0.0021977575533567405	-2.403514772458105	4.236707762580162e-5	2.164741192559207e-4
Group3_vs_Group1	Lachnospiraceae XPB1014 group	0.005318985683230557	0.00277868939907894	-3.2303310624737502	4.3504244607549956e-5	2.657887061059804e-4
Group3_vs_Group1	Atopostipes	6.851730484301726e-6	0.0012114508413402047	2.20009523647601	6.83803759173593e-5	4.177691579768594e-4
Group3_vs_Group1	Unclassified	5.730940057551782e-4	3.0394804936427104e-5	-2.3571973451978914	9.577010527501867e-5	5.851064095999316e-4
Group3_vs_Group1	Glutamicibacter	7.178801709421813e-4	7.666336525414171e-6	-2.3758520902806635	1.0317714600370859e-4	6.303596438328766e-4
Group3_vs_Group1	Weissella	4.595747716143713e-5	0.0027541047629262784	2.3637070977673598	1.293984512512283e-4	7.905584211480153e-4
Group3_vs_Group1	Erysipelotrichaceae UCG-009	0.0039965046674840625	7.227098813649603e-4	-2.3435283026375293	1.823556237601363e-4	0.001114099686768132
Group3_vs_Group1	Sphingobacterium	9.71486981132297e-4	1.5733096030960368e-5	-2.1313089681557673	2.1115117196036226e-4	0.0012900257732176878
Group3_vs_Group1	Enterococcus	0.007308653019659036	0.001970128439473748	-1.723532881663959	5.002431257901395e-4	0.0025559867741102023
Group3_vs_Group1	Devosia	1.6444161662212557e-4	3.2985805877872695e-7	-2.1829925828555488	4.8374922186741415e-4	0.0029554605744746398
Group3_vs_Group1	Romboutsia	7.166381347115488e-4	0.007194525924100107	1.6888511264567585	9.510474172784473e-4	0.005810413782934748
Group3_vs_Group1	Unclassified	0.002942389210457613	0.0240395439923722	2.0233153774363637	0.001361979888033013	0.006959021325716125
Group3_vs_Group1	Comamonas	2.2522990030489346e-4	1.0028117852089515e-5	-1.4951305525168104	0.0014590489008598118	0.008914043284815055
Group3_vs_Group1	Blautia	0.042319289371192934	0.010990019075300344	-1.4042611277488914	0.0018953771306960924	0.009684408696987334
Group3_vs_Group1	Ruminococcus	0.00557417489002067	0.0309052327516663	1.542939173385208	0.0016129032341638213	0.009854014649599405
Group3_vs_Group1	Peptoniphilus	3.5754130817366004e-5	3.4279725912760055e-4	1.4971994392118673	0.001969220240018083	0.010061709255566847
Group3_vs_Group1	Lachnospiraceae UCG-010	2.6970683443285663e-5	2.7622936652777006e-4	1.593790432950533	0.0020848604730544368	0.01065257176013216
Group3_vs_Group1	Brachybacterium	4.23437899949129e-4	4.399677264224872e-5	-1.4332273941893372	0.0018157737462364118	0.01109344982189691
Group3_vs_Group1	[Bacteroides] pectinophilus group	4.2148286689623285e-5	3.568042214230881e-5	-1.6088609183078917	0.0019253379100373747	0.01176283088103126
Group3_vs_Group1	Unclassified	7.640645257096052e-6	7.097198424645118e-5	1.670698818076575	0.0021917271724850697	0.013390333163284697
Group3_vs_Group1	[Eubacterium] nodatum group	6.842281589511999e-4	1.6553201117905502e-4	-1.3996307263819419	0.0026943117034895474	0.013766556149216668
Group3_vs_Group1	Unclassified	2.302324469280395e-4	8.094130477383296e-5	1.7680258324142641	0.003441930344275149	0.014144575064429994
Group3_vs_Group1	UCG-008	7.998539266215137e-4	0.0032993686457911827	1.623049358708056	0.0023844604183041575	0.014567834818398394
Group3_vs_Group1	Defluviitaleaceae UCG-011	3.8540659761313263e-5	2.979364593466735e-4	1.5392093319444955	0.00239480975219937	0.01463106396051732
Group3_vs_Group1	Facklamia	0.0012820544959792344	0.00766619547361909	1.7766859164210287	0.002744331146600502	0.016766461092734455
Group3_vs_Group1	Cellulosilyticum	0	2.9645149829676584e-5	1.89530512311103	0.0030271078223131575	0.018494082096905933
Group3_vs_Group1	Campylobacter	5.499693709365724e-6	2.2026677657612122e-5	-1.5035975835203073	0.004158009911263477	0.021245306115944773
Group3_vs_Group1	Globicatella	0.002542795330865524	5.929190010323958e-4	-1.670613542221416	0.0035475411208321954	0.021673663636033194
Group3_vs_Group1	Helcococcus	1.5424627200120265e-4	0.0014689853226091808	1.5189345979913174	0.0037938077787470098	0.023178227086213483
Group3_vs_Group1	Lachnoclostridium	4.913281234289047e-4	1.028520122972712e-4	-1.530534312074062	0.00473897098787518	0.024213720376004572
Group3_vs_Group1	Unclassified	9.388922051446873e-6	2.5385373249765295e-5	1.7060533855449769	0.005060363832297591	0.030916237427978714
Group3_vs_Group1	Pseudochrobactrum	1.924982297128163e-4	2.205428488711822e-5	-1.3113403088893847	0.006328421551425335	0.03866342217914603
Group3_vs_Group1	Brevibacterium	6.992518295951002e-4	7.046819221098268e-5	-1.5168946911266088	0.0064845211989481965	0.039617111266566724
Group3_vs_Group1	Leucobacter	6.001882414952356e-4	1.1742208384001359e-4	-1.2365226003171261	0.0075704191916998904	0.04625139316388911
Group3_vs_Group1	Candidatus Soleaferrea	9.759963341161951e-5	3.9748938111736553e-4	1.1887204632269388	0.007602011628049651	0.046444406807865386
Group3_vs_Group1	Prevotellaceae UCG-004	3.0383257653255417e-5	1.554278179818582e-4	1.1991271847379414	0.009773752396481069	0.04993888085793247
Group3_vs_Group1	Fusobacterium	2.6497840858693723e-5	1.1305959621868828e-6	-1.6558080825557089	0.008459690672449057	0.05168438753897709
Group3_vs_Group1	Unclassified	1.6390439103282883e-5	1.816884944638087e-5	1.9143112248596819	0.010500059397490194	0.053649938527322166
Group3_vs_Group1	Roseburia	4.398009369358785e-4	4.1805174686826294e-5	-1.294405599099028	0.010501127173255392	0.054579222545667924
Group3_vs_Group1	Staphylococcus	0.0015949667913999893	5.082057295182456e-4	-1.5198940675837196	0.009807834641425824	0.05681619866583486
Group3_vs_Group1	Incertae Sedis	5.649549392964494e-4	0.0015561471040805351	1.1094787802964572	0.009345507132180792	0.05709627350098776
Group3_vs_Group1	Prevotella	0.0010187903539028128	0.0050861283276123865	1.3525206343831446	0.011233298504757107	0.05739641571773705
Group3_vs_Group1	Flaviflexus	3.4692933695665596e-5	2.3114168402998503e-4	1.1058777641695379	0.011581644161665476	0.05917628403770682
Group3_vs_Group1	Anaerofilum	1.76337282503737e-6	9.240000562598038e-6	1.3289639299477953	0.010367980053443516	0.06334306061848338
Group3_vs_Group1	Unclassified	0.009373500004105858	0.03925899036209593	1.190496676167859	0.012179396933768303	0.0643235070691479
Group3_vs_Group1	Unclassified	2.2606087096926772e-4	0.0017341640873831767	1.3166245051565324	0.01107935174423368	0.06768917817462475
Group3_vs_Group1	Gemmobacter	6.871373677867318e-4	2.6744616129608687e-5	-1.3691680779991886	0.011231739789769712	0.0686201912703449
Group3_vs_Group1	[Eubacterium] saphenum group	3.364423339061892e-5	1.1469415656211147e-6	-1.8694260446999285	0.012656046364557449	0.07732197669441303
Group3_vs_Group1	Lactococcus	0	2.9786928740795155e-5	1.5997209342497687	0.013183888694620352	0.08054682363063675
Group3_vs_Group1	NK4A214 group	0.0034617923276171253	0.0016138389191600998	-1.2689564916331288	0.013457943645507063	0.08222115935247747
Group3_vs_Group1	Alloiococcus	0	5.196591395272484e-5	-1.2603121984612975	0.014961028238480044	0.09140423821611532
Group3_vs_Group1	Rothia	2.7226959187269946e-4	3.869098820951791e-5	-1.0991432052108765	0.01841700829738254	0.09410150224939985
Group3_vs_Group1	Unclassified	8.195891064340248e-6	4.467942268360383e-5	1.216640805637259	0.016097336528542016	0.09834650127291729
Group3_vs_Group1	Catenisphaera	0.007472652401487892	0.01816231473786503	1.1034742901451273	0.0167562089508358	0.10237187512298954
Group3_vs_Group1	Mogibacterium	0.007695834796548792	0.0027507688393815506	-1.0440612258363093	0.020213539706919605	0.10328085981637755
Group3_vs_Group1	Coprococcus	0.0047821627892029785	0.002225481012229524	-1.0228760831553148	0.020342400926751082	0.10393927480821721
Group3_vs_Group1	Bacteroides	4.5635339264116264e-4	0.0015734328192891411	1.2203350534318291	0.018943101401430427	0.11573267060581949
Group3_vs_Group1	Unclassified	0	2.0709529690521152e-5	-1.093339294370805	0.019272154925811528	0.11774301951025
Group3_vs_Group1	[Eubacterium] fissicatena group	1.3332523852575777e-4	2.1315493873273222e-5	-1.1401818232176004	0.023138049880860843	0.11822361252994593
Group3_vs_Group1	Fermentimonas	0	5.386482864324136e-5	-1.1533074716352807	0.020107993120590303	0.12284956380973784
Group3_vs_Group1	Microbacterium	1.0031715659590998e-4	9.290085172325773e-6	-1.0520288770336703	0.021104774518522128	0.1289393888467374
Group3_vs_Group1	Mailhella	7.486373170604365e-6	4.4289109014420486e-5	1.0742027032450425	0.02594239815318527	0.13255239932284446
Group3_vs_Group1	Lachnospiraceae NK4A136 group	7.314365515272976e-4	3.109419079454232e-4	-1.1873343462599226	0.026581696269469615	0.1358188860483849
Group3_vs_Group1	Collinsella	0.008451432380018659	0.0038144554247470123	-0.8810392243880055	0.023631202339390492	0.1443745719567142
Group3_vs_Group1	Alloprevotella	2.6232859392382525e-4	9.892896294142715e-4	1.1210088036755346	0.023825441052981965	0.14556127125070004
Group3_vs_Group1	Phascolarctobacterium	1.2164405453426842e-4	5.018037783675841e-4	0.998307346739149	0.024367624948206518	0.14887373782225444
Group3_vs_Group1	Catenibacterium	0.010094248670231053	0.003457461040108544	-1.0851645166204165	0.029593250672376874	0.15120639029681615
Group3_vs_Group1	Helicobacter	1.5011960934635075e-6	1.0336140849108502e-5	1.0455262943566375	0.026316748269034965	0.16078188541008953
Group3_vs_Group1	Arcobacter	4.530512092842878e-7	1.6541880765675518e-6	1.0725877563516517	0.031701312696836834	0.16197751012982325
Group3_vs_Group1	Unclassified	0.010677026935037618	0.0023792016705415533	-1.3622138546617348	0.02959147148266259	0.1807887710291138
Group3_vs_Group1	Peptococcus	0.0019777123826243263	0.0010040805011957345	-0.7913286170536373	0.03740848106754399	0.19113822443270653
Group3_vs_Group1	Lachnospiraceae UCG-003	4.811023015934108e-6	3.872861468348183e-5	1.0984339654111959	0.04012846402185212	0.20503594755690865
Group3_vs_Group1	Anaerovibrio	2.9301032245520415e-5	1.4623800384002352e-4	0.9267210329600917	0.04118781930446142	0.21044871177462043
Group3_vs_Group1	Lachnospiraceae UCG-004	7.39358814308355e-6	5.1315153525112425e-6	-1.072011229198936	0.044257345215419415	0.22613242080871235
Group3_vs_Group1	Alkalibacterium	2.0076679013836588e-5	4.654328039962028e-6	-1.2265401140864058	0.044402282566494033	0.22687297661712283
Group3_vs_Group1	Clostridium sensu stricto 6	0.007646614444996806	0.004075472873230846	-0.9622487001679758	0.05222075273726518	0.26682136435099
Group3_vs_Group1	Dietzia	2.248031169628124e-4	5.832316245670692e-5	-0.8939035024869789	0.04679620573666377	0.28590090658093126
Group3_vs_Group1	Unclassified	0.0015827972881199755	0.00359350335130999	0.925933690920223	0.06216075815224231	0.31760971318663955
Group3_vs_Group1	[Anaerorhabdus] furcosa group	6.871716488609774e-5	2.310835861234414e-4	0.84199317131674	0.06339571889542195	0.3239197315824479
Group3_vs_Group1	Unclassified	4.186959463533258e-7	3.5219923024138905e-6	0.9635585007571951	0.06887704531103536	0.35192650888850185
Group3_vs_Group1	Unclassified	0.003968127597478335	0.0019312366156146457	-0.7540070388133379	0.07465512116687391	0.38144952421030465
Group3_vs_Group1	Unclassified	0.0017783640834066366	0.0060571631378112155	0.8065459600736264	0.08001382262911301	0.40882975065970156
Group3_vs_Group1	Unclassified	0.005045907057563256	0.0027838760214724543	-0.6809303535791579	0.06725823461449654	0.410913447973238
Group3_vs_Group1	Marvinbryantia	0.001475351507563572	5.989169507155203e-4	-0.8109606068401075	0.0814105439437829	0.4159662829244382
Group3_vs_Group1	Syntrophococcus	0.0017623427067673088	8.75471724963244e-4	-0.9011823326322695	0.09556085305597635	0.4882671324027989
Group3_vs_Group1	Erysipelotrichaceae UCG-006	0.0012782424154430493	7.061121088037857e-4	-0.6347664075294641	0.09733454078810011	0.4973297704501466
Group3_vs_Group1	Holdemanella	0.009929722079702497	0.00575767519238368	-0.642316604505537	0.10882940923969495	0.5560626749473465
Group3_vs_Group1	Limosilactobacillus	0.02756880733156231	0.019913159011775927	-0.9382887717069857	0.11019754725407716	0.563053161152219
Group3_vs_Group1	Unclassified	9.624761646213974e-4	5.65006186353285e-4	-0.7608744833966287	0.11097339416507242	0.5670173424492752
Group3_vs_Group1	Lactobacillus	0.2538433605962041	0.189811356212247	-0.7754729662796945	0.13517962048588741	0.6906987908038044
Group3_vs_Group1	Dysgonomonas	2.2758609542464908e-5	7.244308470760391e-5	0.579466667302458	0.19957615420870722	0.8201560205803079
Group3_vs_Group1	Unclassified	4.586643041542811e-5	2.3668237103588314e-4	0.7484436541205746	0.16731791209349653	0.854909039893778
Group3_vs_Group1	Unclassified	2.9308716244732807e-6	1.2308755740084275e-5	0.612806932677213	0.21637961216372933	0.8892096470670046
Group3_vs_Group1	Lachnospiraceae AC2044 group	9.927251357512781e-4	4.099796534820952e-4	-0.6730382430377194	0.22488577940852883	0.9241656482262901
Group3_vs_Group1	[Ruminococcus] gauvreauii group	0.022919229956442442	0.013158230678350862	-0.5370847930188882	0.22909322995346068	0.9414561201737108
Group3_vs_Group1	Fusicatenibacter	3.553984623834313e-4	1.5566915318423888e-4	-0.4329318622577651	1	1
Group3_vs_Group1	Lachnospiraceae FCS020 group	1.0197927925284701e-4	8.136452235123781e-5	0.022904617330339164	1	1
Group3_vs_Group1	Lachnospiraceae UCG-002	1.3644392469612236e-4	1.595077371126733e-4	-0.04276756804808449	1	1
Group3_vs_Group1	[Ruminococcus] torques group	0.002303523000964571	0.0014530260291423405	-0.49890740902010244	1	1
Group3_vs_Group1	Shuttleworthia	5.092540278768958e-4	3.0893905668880663e-4	-0.4971241463498801	1	1
Group3_vs_Group1	Butyrivibrio	3.5310946640798057e-05	7.686704691558496e-5	0.5772224697002286	1	1
Group3_vs_Group1	Oribacterium	6.191352963340743e-5	6.454652710728255e-5	0.06577247252219526	1	1
Group3_vs_Group1	Lachnospiraceae NK3A20 group	7.790723030604127e-4	7.455653371404682e-4	0.03364764130433726	1	1
Group3_vs_Group1	Acetitomaculum	4.793917821643143e-5	1.1281375034799342e-5	-0.20541711260412382	1	1
Group3_vs_Group1	Anaerostipes	9.668339034543449e-5	3.253990477108584e-4	-0.028362933076872973	1	1
Group3_vs_Group1	Howardella	1.1978937130244624e-4	8.008843140935539e-5	-0.46123257768434023	0.29977495211682154	1
Group3_vs_Group1	[Eubacterium] xylanophilum group	7.67458105345218e-5	5.000671478565459e-5	-0.02790146292589087	1	1
Group3_vs_Group1	[Eubacterium] ruminantium group	5.417555060188902e-4	1.356387851854398e-4	-0.48442099003428585	0.37462302416786275	1
Group3_vs_Group1	Lachnospiraceae ND3007 group	3.552081726493069e-5	6.623835438463114e-5	0.48389552770493527	0.2520739957571411	1
Group3_vs_Group1	[Eubacterium] eligens group	9.852552122120626e-4	5.819864527662038e-4	-0.032641279601933186	1	1
Group3_vs_Group1	Lachnospira	1.3885623849580462e-4	8.763883120885862e-5	-0.2628875166512539	1	1
Group3_vs_Group1	[Eubacterium] ventriosum group	8.118313279423178e-6	4.3939462370643486e-6	0.17831718561955706	1	1
Group3_vs_Group1	Dorea	0.00879141511061432	0.006662216625114096	-0.3854109233690687	1	1
Group3_vs_Group1	Frisingicoccus	8.599943760613942e-5	9.178154806690322e-5	0.06782701171422979	0.881770905533922	1
Group3_vs_Group1	Tuzzerella	2.922595719475108e-5	1.6882581211508116e-5	-0.4489132662083168	1	1
Group3_vs_Group1	Schwartzia	0	1.9290950613618635e-5	-0.7629789315489119	1	1
Group3_vs_Group1	Unclassified	1.4014050697114043e-5	2.5730039058304645e-5	0.42874862018993126	0.36860395034680704	1
Group3_vs_Group1	Mitsuokella	1.79853242143926e-4	2.809644947655237e-4	0.773389608482758	0.19911052071270036	1
Group3_vs_Group1	Megasphaera	1.8193700862589404e-4	1.4849397657736263e-4	0.13025963981418776	1	1
Group3_vs_Group1	Dialister	1.2973145473818313e-4	1.83604954647567e-5	0.6616523371781342	1	1
Group3_vs_Group1	Acidaminococcus	6.159949828419332e-6	1.8556786264251483e-6	-0.30109075217772585	0.5005637233537936	1
Group3_vs_Group1	Erysipelotrichaceae UCG-003	6.068454802326246e-5	4.9732171537711896e-5	-0.4788792681043069	1	1
Group3_vs_Group1	UCG-004	1.7628599096546306e-5	4.926241001924137e-5	0.6978494397104053	1	1
Group3_vs_Group1	Solobacterium	9.471620729368149e-4	0.002172078266396112	0.7972089445993993	1	1
Group3_vs_Group1	Holdemania	0	3.018660139664121e-4	-0.14205691213784066	1	1
Group3_vs_Group1	Breznakia	2.1191089610952218e-5	7.83324796199723e-5	0.551221366756759	1	1
Group3_vs_Group1	Faecalicoccus	2.1363659251133652e-5	4.780511696972596e-5	0.33691978101204406	1	1
Group3_vs_Group1	Mycoplasma	1.1484115171894235e-6	3.346157992420446e-5	0.6459905174677222	1	1
Group3_vs_Group1	Unclassified	1.598716646892828e-5	3.41413014045657e-5	0.2821060153586391	1	1
Group3_vs_Group1	Candidatus Saccharimonas	4.0554354613141463e-4	5.546104056082138e-4	0.2136698225779396	0.685471039115165	1
Group3_vs_Group1	ZOR0006	8.461067245178038e-7	8.103994653138494e-6	0.42107082740182405	1	1
Group3_vs_Group1	Lacticigenium	1.575794789928235e-4	4.926920280004178e-5	-0.6264499768335544	1	1
Group3_vs_Group1	Desemzia	4.709297724769552e-4	0	NA	1	1
Group3_vs_Group1	Ligilactobacillus	6.402253292746844e-4	0.0017752405632845945	0.8987153758070718	1	1
Group3_vs_Group1	HT002	0.13009176385268034	0.09534788505792599	-0.6124380087507958	1	1
Group3_vs_Group1	Companilactobacillus	0	2.977755298341934e-5	0.12174536771585297	1	1
Group3_vs_Group1	Ignavigranum	0.009000602709693028	0.0039137931123000985	-0.4754187243802218	1	1
Group3_vs_Group1	Aerococcus	0.002933688902202673	0.00810737014363574	0.5877897145931364	1	1
Group3_vs_Group1	Salinicoccus	1.96197813820729e-4	6.642136854997444e-6	-0.8419184715715264	1	1
Group3_vs_Group1	Corticicoccus	7.498487100456898e-5	0	0	1	1
Group3_vs_Group1	Solibacillus	2.8525128838537096e-4	0	0	1	1
Group3_vs_Group1	Caryophanon	5.8134455120528554e-5	1.541798038217313e-5	-0.5917985009828021	1	1
Group3_vs_Group1	Bacillus	3.845328270860072e-5	2.4324685950533838e-5	-0.040996206898329314	1	1
