Kingdom	Phylum	Class	Order	Family	0-12	0-13	0-22	0-23	0-32	0-33	0-42	0-43	0-52	0-53	0-62	0-63	0-72	0-73	0-82	0-83	21-11	21-12	21-13	21-21	21-22	21-23	21-31	21-32	21-33	21-41	21-42	21-43	21-51	21-52	21-53	21-61	21-62	21-63	21-71	21-72	21-73	21-81	21-82	21-83	35-11	35-12	35-21	35-22	35-23	35-31	35-32	35-33	35-41	35-42	35-43	35-51	35-52	35-53	35-61	35-62	35-63	35-71	35-72	35-73	35-81	35-82	35-83
Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	0	0	0	0	0	17	0	0	0	0	0	0	0	0	3	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	12	69	19	42	127	30	0	107	32	27	499	882	12	48	307	88	28	356	260	318	685	126	195	113	93	326	1143	163	4	20	81	415	306	12	466	298	406	6	359	54	473	316	1071	30	109	582	158	57	1412	209	95	33	272	615	48	315	144	2137	1399	0	17	193	521
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	9	3	3	9	0	6	0	7	0	7	65	39	0	61	11	4	0	179	25	12	151	0	0	605	0	7	48	12	0	2	91	270	21	19	0	67	328	0	58	26	3	100	7	7	0	71	9	33	256	4	6	5	89	53	2	38	6	49	463	31	0	11	243
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	0	34	0	0	26	10	0	0	4	0	6	0	5	0	0	3	9	209	308	298	487	68	215	20	110	6	191	13	171	0	22	834	52	0	17284	14176	33	338	168	0	0	0	238	9	46	33	23	0	39	75	31	26	3	0	50	49	0	7	15	4	7	1167	7
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	4	0	22	0	0	0	16	0	0	0	0	21	0	0	12	4384	0	0	0	0	0	0	5	0	0	0	0	0	9	0	6	0	0	0	6	0	0	0	0	0	0	70	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	508	4565	1168	7748	4094	1433	131	8225	1859	5502	12090	5388	462	498	3384	11030	338	2178	1190	2720	1652	3167	1331	788	1229	169	1502	1961	2923	2011	612	12902	6203	1391	591	603	1072	1833	9568	217	5000	306	2325	1191	1353	9493	13256	1325	2950	330	5010	1037	3018	3690	1839	2089	356	3702	10167	242	441	1687	1249
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	0	8	0	0	8	0	0	0	0	0	18	0	0	0	0	3	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	6	5	0	9	0	0	0	0	0	0	18	204	0	0	0	0	0	0	0	0	16	0	39	0	0	0	0	7
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	667	1267	1265	435	1538	428	558	4336	1292	432	10663	2568	787	620	4948	6643	2280	8045	8971	2001	1706	2938	726	1365	5367	254	7463	10968	1524	2324	58629	7998	1472	8129	916	2983	15036	601	7691	3312	5365	1409	9929	2703	3917	1424	2741	666	3545	1197	6790	1272	1376	14489	2889	1402	1590	5200	12094	720	439	945	4769
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	54	130	36	74	171	26	51	459	37	57	899	391	68	44	164	281	17	604	340	430	212	345	135	143	307	135	870	285	90	101	184	1744	518	42	68	930	598	69	867	6	71	263	755	107	226	389	595	104	689	143	278	23	268	251	68	340	98	620	1885	55	9	368	578
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	165	66	88	67	412	0	516	526	94	60	2007	446	391	60	469	59	1158	22585	15508	233	479	951	278	701	3866	244	2566	26547	187	1310	21081	674	662	31757	346	953	17521	157	2816	6099	3127	12929	1392	4312	7252	3261	1550	1304	9849	1787	7896	1353	1479	66613	1127	886	2213	2011	1689	591	291	1195	15664
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unclassified	21	104	17	0	77	0	8	108	10	15	423	202	20	22	35	38	11	473	387	24	205	352	40	15	77	27	27	256	31	50	7	374	45	41	27	29	161	0	108	73	105	192	520	70	303	247	172	48	236	19	221	58	1361	108	30	46	37	2543	3562	66	50	51	1062
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	p-251-o5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	187	71	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	22	0	0	0	0	0	0	24	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	p-2534-18B5 gut group	0	73	0	0	102	0	0	19	41	197	244	0	30	16	12	112	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	53	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	14	81	95	22	668	160	4	115	39	0	82	536	43	21	52	11	0	63	92	45	17	35	21	7	22	6	244	29	2	14	12	111	27	10	10938	10674	0	24	10	0	0	0	332	0	4	0	64	0	31	12	14	0	0	0	10	0	0	7	108	0	0	190	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	31	70	278	52	443	1032	0	836	272	9	330	71	105	25	12	41	3	0	55	10	0	0	32	0	7	0	4	9	18	120	0	36	4	0	1323	337	0	0	9	0	5	0	40	0	4	2	265	29	35	0	4	8	0	0	17	0	0	18	0	0	0	100	0
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	0	9	946	24	1010	484	52	131	165	0	101	107	963	72	96	27	12	0	21	65	0	6	0	0	36	31	17	7	5	8	0	14	28	0	144	304	0	29	11	0	0	0	0	0	0	0	41	12	0	0	0	0	0	0	38	0	0	11	0	0	0	6	6
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	32	6	0	0	0	0	0	0	5	0	9	0	0	0	0	0	4	26	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	26	0	0	0	0	5	0	4	0	13	13	0	4	0	0	0	0	0	0	10	0	28	24	0	0	35	4
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	24	0	11	5	0	0	0	3	0	0	0	9	0	9	11	0	0	14	0	0	0	0	0	0	7	0	4	0	0	6	0	0	0	0	18
Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unclassified	0	0	0	4	0	5	17	4	0	6	9	10	0	6	0	10	23	0	5	7	4	0	0	2	0	7	3	0	9	10	0	11	3	0	13	0	3	0	0	14	21	29	5	0	12	15	16	9	7	11	9	10	15	0	3	3	3	6	7	17	15	0	7
Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	Unclassified	48	222	103	751	117	325	47	521	261	292	502	310	54	32	154	138	4	0	8	173	79	97	416	7	48	183	569	6	321	111	0	256	77	0	8	14	22	4	31	46	105	56	0	25	12	151	1025	503	97	514	29	33	153	0	8	176	0	110	56	349	15	109	38
Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	0	0	0	0	0	0	16	0	0	0	0	12	17	6	16	0	0	0	82	10	13	13	6	11	13	0	7	0	14	0	98	0	0	0	0	12	350	0	13	42	0	0	5	0	4	0	0	0	9	0	13	19	0	176	5	0	0	5	0	15	0	6	9
Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	Unclassified	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	5	0	0	0	4	0	0	0	30	0	0	4	0	9	0	0	0	0	0	0	0	0	6	0	0	143	0	0	0	0	0	12	0	0	288	0	10	0	2	15
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	5	0	0	0	29	0	0	0	0	0	0	0	0	0	9	0	0	0	0
Bacteria	Firmicutes	Bacilli	Aneurinibacillales	Aneurinibacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	33	8	0	0	11	0	25	0	6	0	11	20	62	0	21	0	22	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	24	14	0	2	0	14	0	32	0	15	0	9	0	10	17	27	0	5	0	0	0	0	0	0	13	0	0	56	16	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	16	667	487	5282	812	1442	191	1140	221	15	111	3428	528	128	247	210	0	10	0	319	0	26	251	0	0	0	9	0	67	0	19	12	0	30	5018	110	0	93	0	0	0	0	0	0	19	0	32	0	0	0	0	0	0	0	125	12	0	0	0	0	0	38	0
Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	1435	2633	2761	880	763	2613	6855	3297	1784	206	3253	2950	13783	707	2028	688	764	10	720	818	354	4429	990	158	3576	222	314	262	668	952	236	846	2070	1543	1030	656	71	1530	311	1682	663	42	1542	2993	1735	763	1179	2169	969	1095	553	773	961	171	1329	2337	530	196	450	1271	1150	97	164
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	10489	10056	6080	7459	9545	9250	4952	10456	17693	1676	15669	20132	9544	5073	6823	6696	16359	2644	19062	6716	7951	32737	10131	2934	16359	12799	10660	5930	6405	8355	2491	16007	10502	10376	11419	5474	2668	12000	6308	5487	10231	4277	10550	11017	26860	16857	5522	16901	10244	8008	10192	3429	11197	2282	14664	10344	6152	5238	6079	13063	7323	7074	4645
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	0	0	0	0	19	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	648	397	1289	4146	4821	4632	3780	1233	7182	11490	4518	8517	681	26717	2519	13376	6250	646	3862	2027	4634	3322	975	496	6084	2013	2415	127	3608	10107	2627	7837	907	3030	12359	4835	880	10425	1039	23364	7038	401	4859	1107	2250	10282	14897	2420	3038	3643	3258	7509	1905	1658	16194	303	6432	338	1417	14552	18271	13527	2535
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	447	536	1749	6954	3694	6946	4336	4231	8053	17255	6570	15003	854	20927	4084	20636	741	148	1493	1273	1001	2615	783	94	1754	1327	1143	12	1699	2017	171	3848	312	1752	7452	3201	369	3188	307	1224	241	8	2415	127	909	2167	2470	312	454	875	527	2324	248	49	4074	161	1816	55	510	3338	7121	7855	650
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	229	297	1081	609	3656	4551	2088	779	3737	1483	1243	2962	1365	1664	868	5269	671	280	740	370	369	130	389	15	164	180	18	0	157	43	0	226	0	30	4173	473	13	799	32	239	394	58	1351	237	270	753	2519	32	433	305	38	270	191	58	663	182	89	106	108	3543	1260	937	55
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	83389	66983	127493	91460	21056	60654	145305	140980	125270	57184	105318	131801	122665	207551	172378	117923	10847	893	36913	106308	186238	103533	91409	7357	117621	39795	90073	41759	78145	69905	75558	101920	37332	59736	53543	62738	7571	98963	6766	117645	5518	2297	147033	140502	120145	74181	8116	50589	96374	170677	148022	9035	11344	18676	138692	17548	194155	177244	151574	116908	157442	35042	101542
Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	13
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	3817	2198	7414	838	3626	22472	52297	12559	8416	5855	2438	12612	12964	7704	6892	33068	147	58	79	2602	230	141	173	17	387	187	80	10	6968	6377	51	645	140	72	2288	1119	41	10610	488	126	585	78	13497	2367	166	2133	450	111	205	667	237	656	3576	359	10046	172	5693	1233	419	2459	863	1418	242
Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	48	154	340	133	280	678	384	157	880	419	504	913	1514	401	339	1415	0	0	0	0	14	0	0	0	0	0	0	0	0	0	7	0	0	0	673	0	0	0	0	12	0	0	0	36	0	0	94	0	0	11	0	15	0	0	43	0	0	23	0	54	0	0	0
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	24	0	10	7	0	7	0	0	0	32	0	0	0	6	0	0	0	17	9	0	0	0	0	0	110	0	5	0	0	0	10	0	7	0	0	34	0	0	0	18	30	0	4	0	0
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	8	22	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	Unclassified	116	393	224	704	190	156	429	1304	181	680	449	552	10	353	222	261	0	41	78	3334	456	1742	3840	4847	6308	2571	5417	22896	187	39	65	4356	5296	1009	679	2121	15903	1902	5712	2156	0	0	142	876	211	2857	1870	2369	1230	689	1438	0	593	62	317	1026	839	396	467	1570	461	766	5748
Bacteria	Firmicutes	Bacilli	RsaHf231	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	1242	413	2123	823	1792	2431	2060	663	3161	1213	922	2648	1139	1468	458	3581	3992	441	778	946	525	462	313	54	2277	288	259	8	482	18146	55	510	205	749	895	958	0	1540	173	1310	263	10	146	77	54	748	241	45	26	396	110	1481	182	25	1856	26	31	51	135	79	1263	303	20
Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Bacteria	Firmicutes	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	143	815	140	940	2768	998	52	610	703	429	1755	578	52	1391	166	622	25	134	88	110	56	608	91	37	222	206	111	70	19	30	179	418	608	7	102	28	544	19	311	111	682	319	48	0	184	1766	11418	1006	699	91	82	64	3145	50	22	4974	11	439	460	288	72	504	282
Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unclassified	130	382	119	641	110	631	71	3564	181	497	4403	336	28	517	641	1686	73	237	273	1777	1975	6866	6312	10946	13548	2120	30160	25028	1155	40	618	12947	14013	2812	3604	8817	70282	5502	85622	13688	124	7	2880	4514	1847	25969	12742	8686	14990	3321	4696	78	6146	325	8357	2819	2762	7158	9416	7971	3853	12047	16734
Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Unclassified	7	4	0	2	24	0	13	10	9	16	50	0	4	26	0	34	0	67	20	14	0	23	0	29	53	3	24	4	0	0	96	63	65	0	2	11	256	2	56	11	13	7	18	0	4	9	178	9	58	0	21	9	11	51	0	35	0	24	175	7	0	30	114
Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	25013	7391	12484	1630	55475	18057	17246	7471	22708	2048	99704	19602	19441	3515	7321	3967	19873	1675	55941	25836	14574	35368	35330	4604	37208	57368	54671	10336	47077	24019	6453	44910	88092	23442	23589	16448	2184	14135	2275	47540	106317	144534	5005	15508	24265	24560	37202	39757	20047	2923	9700	95008	82635	7699	15038	90718	17798	6110	4487	61084	16378	69595	4679
Bacteria	Firmicutes	Clostridia	Eubacteriales	Alkalibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustaceae	12	17	12	23	52	50	16	24	66	5	41	34	18	8	37	5	9	0	19	28	37	28	40	4	34	22	15	0	13	2	0	0	44	0	15	0	10	12	7	0	46	24	126	29	39	21	21	0	177	0	27	0	7	0	13	14	10	42	5	37	35	14	5
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	165	22	1421	73	2306	102	179	46	1812	8	2596	2418	469	1174	101	17	9857	17299	38943	202	4682	6070	622	1712	2682	1106	3345	9468	2447	1008	1877	3748	2645	73084	264	604	14897	2895	3113	8277	8175	14478	11093	4411	20803	3549	1744	6417	8298	4233	4469	2282	2833	23693	2640	1565	7976	4637	1715	1792	2516	1430	14798
Bacteria	Firmicutes	Clostridia	Eubacteriales	Garciellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	11	0	0	13	12	16	2	0	0	0	8	8	0	12	82	6	10	0	50	8	32	260	88	0	6	9	10	0	0	5	0	102	18	0	87	0	0	29	4	21	402	4	22	31	132	160	58	45	65	129	5	24	7	0	66	38	197	44	49	265	199	83	9
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	19089	43304	16788	44092	30536	51784	12413	45464	27154	7032	28833	39693	67925	15310	16243	22349	14281	1260	15931	17410	13063	37964	15809	519	16360	4143	4483	2706	11645	7810	2163	7891	8832	13369	4845	4804	2682	9850	2405	1337	27375	4598	30462	17592	8345	16964	6852	13287	6349	14187	11233	10541	16621	1516	14503	27550	6007	29339	9935	15346	14265	4132	7140
Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	2	20	6	105	137	84	11	43	22	98	18	14	0	32	0	66	0	21	0	12	0	20	0	9	35	0	4	16	0	0	47	0	67	0	0	42	991	0	42	25	2	0	0	15	0	0	639	281	0	0	27	9	0	0	0	44	22	6	23	25	60	30	107
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	8229	12104	2777	8195	5249	11139	2203	12992	10685	1790	3207	3550	6930	2341	9204	6719	605	518	3782	723	361	1644	5876	1031	2280	182	1667	3590	3929	3834	1616	111	1832	1472	265	2312	3928	548	1215	1335	4558	465	3182	1202	1048	909	725	576	439	409	832	2295	1697	1464	12424	415	1083	5917	344	240	1597	764	779
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	8	0	9	15	52	58	6	0	12	0	37	14	0	26	22	5	0	0	21	6	10	38	16	0	0	5	15	0	20	0	10	21	10	0	30	0	0	0	5	0	38	41	29	0	22	30	14	16	34	0	4	7	6	0	4	0	0	123	5	0	0	15	16
Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	207	79	10	78	59	79	0	20	0	0	0	74	153	24	123	7	117	825	225	116	673	73	0	26	0	542	16	43	141	5	0	18	664	54	49	0	0	720	10	36	20	39	80	658	952	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Hydrogenoanaerobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
