ASV_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	0-12	0-13	0-22	0-23	0-32	0-33	0-42	0-43	0-52	0-53	0-62	0-63	0-72	0-73	0-82	0-83	21-11	21-12	21-13	21-21	21-22	21-23	21-31	21-32	21-33	21-41	21-42	21-43	21-51	21-52	21-53	21-61	21-62	21-63	21-71	21-72	21-73	21-81	21-82	21-83	35-11	35-12	35-21	35-22	35-23	35-31	35-32	35-33	35-41	35-42	35-43	35-51	35-52	35-53	35-61	35-62	35-63	35-71	35-72	35-73	35-81	35-82	35-83
ASV_02943	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
ASV_03367	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
ASV_01862	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	Unclassified	0	0	0	0	28	0	0	0	20	0	33	0	0	16	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_03476	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13	0	0	0	0	0	0	0	0	0	0
ASV_03480	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
ASV_00942	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	41	0	24	0	0	23	0	0	0	0	0	134	32	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	8	48	0	0	0	0	11	0	0	0	101	0	0	0	0	0	0	0	0	81	33	10	0	10	0
ASV_01427	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	129	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	53	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_03578	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV_04307	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00227	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae AC2044 group	Unclassified	0	71	0	641	237	305	0	721	91	671	29	242	0	70	18	385	0	0	0	6	0	0	0	26	26	9	10	7	0	0	0	0	176	0	0	16	311	76	68	17	0	0	0	0	0	29	785	142	257	0	14	0	56	0	5	272	0	248	621	27	0	79	13
ASV_02091	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae AC2044 group	Unclassified	0	0	10	19	0	13	0	8	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	14	0
ASV_03958	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae AC2044 group	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_01092	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	15	0	0	0	7	0	11	0	0	0	14	0	0	0	0	3	0	0	0	0	33	0	18	0	0	0	0	0	0	63	9	16	49	17	0	117	14
ASV_03499	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_02704	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae AC2044 group	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV_03789	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_03838	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-009	Unclassified	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00407	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	saccharivorans	13	119	30	593	0	268	7	169	40	0	22	86	0	22	15	10	6	0	0	81	13	57	29	0	0	0	0	0	29	0	0	0	0	0	14	6	0	0	0	0	38	0	93	0	0	42	0	7	30	20	11	31	21	0	10	0	46	692	39	0	0	16	0
ASV_03089	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	12	0	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_04459	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV_03251	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_03574	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00794	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	0	36	22	51	217	98	0	54	61	0	0	62	0	11	0	31	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	20	0
ASV_01721	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	9	11	64	0	0	0	0	25	0	0	0	0	15	0	0	0	0	0
ASV_01038	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group	Unclassified	0	10	15	46	0	44	0	53	11	0	0	60	29	24	27	10	0	0	0	0	0	20	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	5	0	0	0	51	0	0	11	0	15	0	0	15	0	0	0	0	0
ASV_03336	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
ASV_00290	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	36	143	39	538	270	278	57	158	121	34	36	74	59	118	75	54	35	0	117	40	29	248	109	0	27	0	0	0	149	22	0	20	41	0	29	0	0	23	0	27	99	18	25	28	40	77	75	103	16	119	17	43	116	0	115	30	24	349	99	0	100	16	33
ASV_03669	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_01043	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	25	0	11	0	54	0	80	0	16	0	0	0	10	0	14	0	0	0	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	12	0	0	26	0	0	0	0	32	15	0	59	15	12	17	31	0
ASV_03013	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0
ASV_00558	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-002	Unclassified	34	0	52	0	93	27	17	0	42	0	51	47	48	20	16	12	33	0	80	17	0	24	34	10	0	8	0	0	65	31	0	43	0	9	36	0	0	13	0	0	285	132	0	0	0	16	0	0	11	0	0	29	101	0	22	0	0	0	0	11	19	0	0
ASV_02187	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-002	Unclassified	0	0	0	0	25	0	0	0	26	0	0	20	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_01193	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-002	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	57	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	60	22	31	0	0	36	0	24	23	39	0	0	0	0	0	0	0	11	0	0	0	16	0
ASV_01187	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-002	Unclassified	0	0	0	0	18	0	11	0	22	0	24	0	0	0	0	0	27	9	0	0	0	44	14	0	0	0	24	0	0	26	0	0	31	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	26	0	12	0
ASV_02056	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	40	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_01316	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	81	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00484	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	63	54	47	29	110	67	21	26	47	0	51	106	368	8	48	22	0	0	100	18	38	69	37	0	27	17	0	0	24	16	0	26	0	12	48	0	0	11	0	0	109	119	86	0	47	25	0	0	0	0	0	37	23	0	18	0	18	0	0	49	0	0	0
ASV_00817	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	82	132	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	74	51	51	32	47	0	54	55	18	0	0	0	0	0	16	0	39	0	0	0	0	0
ASV_04401	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_01563	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	26
ASV_03975	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_02089	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	0	16	0	9	12	0	0	14	0	0	0	0	0	27	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_01882	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	19	0	0	0	0	0	0	0	0	30	0	0	0	0	0	11	0
ASV_01330	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	0	46	4	32	95	11	0	60	11	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_03782	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_01154	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	0	0	0	43	0	0	0	122	0	17	0	27	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_01279	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	0	17	0	14	16	35	0	38	0	0	8	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	26	0	0	0	0	0	0	46	0	0	0	0	0	0	0	10	31	0
ASV_04076	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00478	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gauvreauii group	Unclassified	33	290	57	237	0	183	41	130	0	39	0	0	0	0	88	0	0	0	75	0	105	159	31	0	234	31	0	0	0	0	80	0	0	32	0	0	0	0	0	0	0	0	0	76	0	0	0	116	24	0	0	0	0	0	0	0	0	0	0	0	55	0	0
ASV_00760	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gauvreauii group	Unclassified	0	154	0	208	0	0	0	321	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00022	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gauvreauii group	Unclassified	2546	9200	703	7933	1120	15124	776	5263	762	887	2484	5373	2969	2543	919	1323	333	0	513	2929	2066	1391	4176	39	1634	1505	199	106	2543	1299	290	119	1427	486	229	528	64	3182	51	191	2985	82	9582	969	242	1007	142	2117	558	744	4047	4165	2003	0	1761	659	174	8397	1007	1481	1967	728	132
ASV_00493	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gauvreauii group	Unclassified	0	0	0	0	0	1945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_01927	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gauvreauii group	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00939	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	224	30	0	0	0	0	0	0	0	22	107	0	16	30	0	8	0	0
ASV_01655	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0
ASV_00077	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gauvreauii group	Unclassified	0	481	0	1120	0	1039	0	1142	70	70	0	436	0	157	0	283	0	0	0	362	34	129	85	0	0	112	377	204	0	0	0	52	53	0	0	91	0	110	0	49	0	0	982	503	1271	231	488	2770	1563	1618	1160	0	0	0	1485	277	175	2924	595	2685	2692	182	4065
ASV_00056	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gauvreauii group	Unclassified	374	447	321	768	6539	1200	238	1245	500	71	5723	5332	2282	1185	1711	147	259	27	1013	1629	66	1460	61	0	0	47	128	0	79	434	165	280	121	0	670	0	58	374	0	94	3255	637	586	169	0	975	90	122	110	261	186	612	466	150	38	1006	74	100	112	209	165	75	27
ASV_00174	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	153	0	238	1718	456	76	340	154	0	1427	1510	631	339	415	0	0	0	278	437	0	509	0	0	18	0	50	0	0	0	0	0	0	0	169	0	0	0	38	0	706	186	0	0	0	295	0	0	0	0	0	69	0	0	0	241	0	0	0	0	0	0	0
ASV_00469	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gauvreauii group	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	79	0	234	170	101	0	0	0	0	0	0	461	0	425	0	0	591
ASV_00307	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group	Unclassified	36	0	0	0	1195	0	0	0	35	0	141	32	40	0	0	0	9	0	0	0	12	0	0	0	0	19	767	0	0	0	0	0	8	0	0	0	0	0	0	0	1038	191	139	0	79	186	0	0	33	0	8	0	0	0	0	0	0	75	0	0	0	23	0
ASV_00251	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group	Unclassified	247	0	0	0	0	0	0	0	0	0	0	0	106	0	102	0	480	0	377	89	837	161	117	15	169	0	0	0	290	98	0	74	103	772	82	75	0	62	0	0	441	0	530	185	0	0	0	0	0	70	75	0	0	0	0	0	0	0	0	0	78	0	0
ASV_00082	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group	Unclassified	1235	705	190	1076	409	532	49	318	325	52	272	272	431	189	313	194	2141	65	2145	419	3217	720	675	0	915	46	58	71	1316	398	118	450	430	3194	316	234	18	171	37	0	1641	76	2219	841	205	27	0	43	33	277	179	247	114	125	121	0	127	31	0	97	273	35	0
ASV_01169	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group	Unclassified	0	106	0	170	0	49	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_02507	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	11	16	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_02176	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-009	Unclassified	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_03495	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_04168	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00641	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	0	84	0	130	422	92	0	41	0	19	0	13	0	52	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	196	0	0	14	0	0	0	0	0	0	19
ASV_00387	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	7	90	31	198	307	205	13	293	50	38	45	61	53	27	71	33	22	0	36	30	0	44	0	0	16	0	15	0	24	0	7	0	27	0	8	0	0	5	0	0	99	0	0	0	8	195	116	41	0	30	28	76	102	0	46	204	27	97	31	71	0	37	0
ASV_02000	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Unclassified	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	36	0	0	11	0	0	0	0
ASV_01575	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	16	7	0	0	12	8	13	7	0	17	0	17	0	0	5	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	8	0	7	0	0	0	25	0	6	0	0	0	7	0	0	0
ASV_01068	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	18	19	0	26	0	13	14	0	21	0	37	0	0	0	0	0	15	0	0	52	0	0	17	0	0	0	0	10	0	37	0	0	0	0	0	0	0	0	0	0	0	0	16	24	10	28	8	0	0	0	20	0	0	0	0	22	18	21	0	0	0
ASV_03575	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
