pathway	0-12	0-13	0-22	0-23	0-32	0-33	0-42	0-43	0-52	0-53	0-62	0-63	0-72	0-73	0-82	0-83	21-11	21-12	21-13	21-21	21-22	21-23	21-31	21-32	21-33	21-41	21-42	21-43	21-51	21-52	21-53	21-61	21-62	21-63	21-71	21-72	21-73	21-81	21-82	21-83	35-11	35-12	35-21	35-22	35-23	35-31	35-32	35-33	35-41	35-42	35-43	35-51	35-52	35-53	35-61	35-62	35-63	35-71	35-72	35-73	35-81	35-82	35-83
HISTSYN-PWY	55293.05295282524	70621.3209860647	52704.76993065949	86204.06285510291	139099.27988992364	137318.23128902714	65701.34305319624	96995.54025671033	82480.53138993385	34984.57487575476	143149.83291121267	120973.67186642135	115832.06220664099	52712.460853835	68218.63817952627	85858.5416302653	77076.08215013849	170994.37930886427	165210.91946551402	62524.94384767148	50669.193187029756	127885.5190319166	82549.38967848416	288632.8838801648	132787.13752454717	101087.3938910602	80650.248857077	187522.38589985782	73796.45043146709	78168.41361510745	120431.68255605569	139742.71063822097	118404.77478045659	182767.326093531	131628.04948646371	111014.54802112322	198178.86531199087	124361.29487906676	160532.72242886352	104743.94127623961	183225.680472465	100518.44901241189	130286.66838409481	82089.64667525493	95972.681235617	150763.96268218887	162990.9838555864	110712.87454427122	140380.57005711086	67908.31786780615	134933.5925913127	139951.80814104754	113230.96277616681	142657.78916839292	120745.54951428375	181111.19599878223	53860.32305300032	117105.08806983552	93110.86750356271	188954.4135882112	74499.86049234253	117809.44011440207	187580.8396295191
HOMOSER-METSYN-PWY	56800.269436043076	37429.930421015415	61259.34433656405	45294.85951027748	78635.33733665616	74747.18173522048	89622.00586452802	58940.81761798027	62666.100048952154	22776.815795879433	100333.25467766062	77311.14187570004	57167.563477274285	43875.20588676737	59512.296557019814	60191.305622700056	35259.66931200648	32069.67626943864	110654.9784770261	68492.92271561782	70831.83874287803	89764.17390930759	60041.79870244645	277651.0479709404	124688.62181681038	77353.14956410456	78630.67996085781	95693.83953559186	57475.33273849568	79566.72142950362	43733.93610158515	84595.32594278772	78289.08638253518	143704.8661345687	88695.47470325744	85876.1490811552	40884.69840048354	127800.55461238639	34991.44771634819	121646.40770836214	48348.95440882716	13331.915720295769	78318.4408947172	72947.13908258795	100523.80376565647	84253.2489903648	76247.0450381729	87484.62081677109	66140.9158623828	54067.4762052986	89044.15537798764	79902.42933111325	45384.73480189615	50998.866913332524	101655.31352242458	72686.71898484215	94695.15758894836	62455.56076817812	64065.95699230752	188260.01326378444	73838.08225451483	93001.93526086323	139601.00639294134
HSERMETANA-PWY	110193.90708305621	116088.20227815329	113245.68360633966	147180.28802385635	133603.82139512035	173457.16259679548	132896.58812231963	183187.92502894776	160883.84358367068	58398.31977046104	203606.05205989626	198687.8180142597	208385.39263163685	104162.77144885852	149263.72579653093	146674.4129958581	69431.1275131132	32005.906253343568	143856.3604877576	118120.91585625135	123317.94943532831	198255.2365220978	133297.35621857367	363427.2956234641	197900.42550642902	91565.1100078548	137347.85651552732	106182.8341669487	120179.4355170618	113564.63216528992	130688.06208915528	184173.2543633193	97031.91544274843	151815.95555207322	167561.91374936225	147773.90068380334	46155.20710886894	198430.8058180699	39431.38984811536	165501.2074764366	59534.64803075166	11058.670309123752	211594.56251342106	161687.62947015374	168055.52964149477	167880.47283977194	83705.95587248252	112404.31082572421	169217.89347924868	132747.7273588338	199428.41491222673	83002.64164429656	52287.87661406606	55081.53834078497	189786.2194748566	68490.09254915519	126550.96275080313	210729.17321283862	162617.48686911789	223534.12664167007	134378.61267787943	116213.76208069353	245241.49858595306
ILEUSYN-PWY	107690.18922614779	125593.38021447755	98470.94902391908	154472.2997900275	240189.31940410298	225258.65449093995	110674.48629793401	169392.38449050172	152306.68657700787	52533.76663902175	304772.00521817984	207609.86641285726	212929.39612108798	110144.61081067132	121871.0185106093	140548.6180010694	116678.03809948305	179341.93437627985	289171.96986015764	123242.08233613515	114699.26446655387	223601.64089987153	152546.85393481326	321594.5393036669	209355.5338963753	183187.79244590263	172598.2229520023	220382.3347244139	163074.52284725063	127792.59477878033	167284.6109246798	226547.38708225873	210682.50431904505	246593.8061691912	195199.6002294095	168928.20087046176	220884.4018699716	171978.15732017998	168640.63509217932	177910.8005069836	341902.7355724716	300232.99022415344	210415.27584354734	144287.29176742162	167376.49481834145	210690.97563334342	203036.26251597793	171611.54641952482	197218.5861672083	112766.74934703285	184353.4752399336	247649.19890029373	208812.4610547568	159117.8976429813	181567.50045696946	277101.4202118005	105547.76808704768	194865.29856992164	140594.1614728599	273813.7757294801	131840.3259820524	200826.1026024461	227905.56895224305
KDO-NAGLIPASYN-PWY	1126.8556677232375	1771.5916124614293	973.4360371703647	1289.1054263779185	6642.501283712674	3311.1985582281372	174.50014580228748	2962.3957122744164	2897.343199369534	594.2189525659209	5074.7653309357265	13216.73944386396	2798.7617181084	1757.8879477670828	1379.7835674576886	2195.3851610709253	2691.7690081760875	2284.6904893204755	2941.0227360601853	1986.0209247911782	2298.090023228497	3529.3014517457527	3339.84567679125	396.01214533655826	1272.9859923776291	3735.63869555715	1405.510989842956	2052.178158384234	3399.429112502811	1895.7618370640944	768.7325723275821	7917.494274895159	1864.0680941375813	628.6184931911674	6516.843674235404	719.1987938591803	854.5380308657233	2874.9292640529748	1582.0911424188807	1017.4290656121123	6054.1171663586065	4888.008876124318	9258.676254812617	1468.2286390974214	4058.9781391159254	3638.4946606360145	5100.758707501826	1142.187858501012	8082.36269295407	1036.3734548665736	1516.1888293216784	783.5093973745604	4189.127317921665	2203.084092268843	1255.1916546368782	4141.578688741907	1460.7266342293435	7784.385564414008	3426.471933188058	2448.7803076315845	987.5820190056688	1303.3628308944712	1836.4153454405148
KETOGLUCONMET-PWY	2468.2131559798877	2182.054676111679	6125.559378551585	15034.563609837238	6833.67455283733	8505.872127004768	4024.0519944849448	4428.261712626589	8439.783649650963	1580.1279799394886	3222.3983494915356	20725.097158600667	2770.315598012964	5877.685163084777	2178.5735456036537	16459.164445668335	1280.0120100576157	564.1890612236496	2117.350023533266	2480.298161092412	3258.757800768307	3741.737865457762	1824.0105723187885	259.3985990240767	4446.944301885594	1996.384789756428	3608.672632959067	160.39784148765366	5092.352305150517	1308.3877111791862	1018.4500713667243	5509.253392844483	433.3935946482735	276.82316697476864	13734.612594491478	5838.201519639741	312.9275074056931	3637.6596087810203	394.5773552616401	525.35646444624	1873.1249122999789	231.90308483843887	3774.1247273660074	447.6038810749558	1049.5153144266515	2941.887523464005	3691.2582042024596	988.5577217586173	707.4067412988276	2121.355723040262	475.5840168743272	1932.890890193351	666.3648737399401	134.71755816519584	2803.2515564152723	215.5548763535886	151.96365709995615	579.4848050414369	800.8444723327939	908.4816405872015	670.9233345553839	3572.60434213039	331.6872607263947
LACTOSECAT-PWY	8848.203996856795	9505.461083653661	7998.151592244074	11626.14036245524	19765.978259337528	28340.812935143167	26755.455969282375	13142.25930877881	20709.956745478317	16343.696137039064	24195.539478257386	31760.807618995954	15421.636792784284	34931.68153824082	7801.516953993152	33011.82111658596	11497.159220110043	5811.733390243874	7062.440326607849	10197.22407184045	9649.313068108506	14141.596034666456	13275.358858996513	2734.0057213628033	9688.917017608512	9572.95191336621	8348.410717826666	7960.391886488202	13406.609713721946	12004.163006622728	3928.0338004208475	21549.138282361673	4653.32424493501	9765.877689708032	21521.67066645709	7489.6243161536795	6994.148160096424	16569.081343268506	4811.375631400396	25142.509907936106	17334.656733097956	4039.1794947624567	16959.736167543044	5658.45255753311	5755.6762839337625	21608.11928897691	23716.49636602322	7499.386573153324	11910.604396060462	7938.638311364196	11833.093398660445	10094.687551623323	14711.962350936825	2914.535787773803	25790.77042601399	4640.3981770636	15120.202353450573	6931.304301250135	10317.023892446994	30678.651330650177	22673.816573099786	21026.532585619065	8334.371781423066
LIPA-CORESYN-PWY	72.55932538102135	54.4949147247031	68.7879794764241	121.84607392264643	459.89500828523825	348.8474675767892	26.285714285714285	161.78856048325724	185.5789025946406	9.091638916092446	327.5658293120088	2701.6847510468915	294.47186068692247	11.097142857142858	46.85391517040317	66.40351656254214	2.5536	0.0	5.565672045434059	27.726677584584827	0.0	0.9439561237246439	0.0	0.0	0.0	1.689196168263224	0.0	0.0	6.9891260447364605	0.0	0.0	30.8791690419827	0.0	1.1428571428571428	66.77714285714285	15.66857142857143	0.0	8.331428571428571	1.1196048298572998	2.5660377358490565	5.088652321630804	0.0	1.7942857142857143	0.0	0.0	0.0	0.0	2.08060864178411	0.0	0.0	2.571428571428571	0.0	5.554285714285715	0.0	1.3028571428571427	0.0	0.0	7.917835062573535	0.0	4.1993093599896145	3.501907481439177	0.8114285714285714	0.0
LIPASYN-PWY	12241.59	6619.459999999998	7212.7	17060.859999999997	36628.17	32899.15	15367.089999999998	11825.22	10373.37	6115.45	33189.76	18401.81	13073.28	3310.49	7078.320000000001	20635.38	1677.64	20051.13	28892.2	13091.33	4902.579999999999	15521.729999999996	20089.56	3519.37	32718.679999999997	39490.82000000001	15545.440000000002	31980.91	16085.49	7462.910000000001	16861.89	24631.21	37182.03	32528.27	44046.69	39473.35	12030.74	5616.87	12053.61	38461.49	15648.999999999998	13085.88	8235.939999999999	13214.89	10876.39	21949.08	54210.9	36248.280000000006	11466.15	7787.78	19450.630000000005	61542.329999999994	24251.15	47465.5	21702.76	75821.36	9388.74	9198.24	15163.2	95176.38	9945.11	37573.23	15198.5
LPSSYN-PWY	283.09675226670123	229.39660761043518	268.5739649309492	457.8572413849716	1792.8624030825035	1282.3064705690308	90.07305877190882	650.0943176451945	722.4867114717557	39.63574841252222	1289.994675647443	7798.259591255186	1073.8626598968817	49.16161312978242	196.59818149708022	280.91334854137824	11.461203724730556	0.0	24.946245408482316	120.84217940433408	0.0	4.245113350348811	0.0	0.0	0.0	7.591234460342471	0.0	0.0	31.294170613162557	0.0	0.0	137.693765430816	0.0	5.123961191783604	293.96461055873397	67.54339036887662	0.0	37.20588499438695	5.030789737604467	11.48450921397456	22.851237914928998	0.0	8.070330680199753	0.0	0.0	0.0	0.0	9.323709769059578	0.0	0.0	11.53030832575447	0.0	24.90702219897573	0.0	5.849612010843771	0.0	0.0	35.539137338627526	0.0	18.8105734207699	15.618417669414331	3.646335831016691	0.0
M-CRESOL-DEGRADATION-PWY	12.19110391298737	27.020346947539903	32.779488946840665	17.87318314148339	94.29718389940403	32.144085158465785	0.0	20.871648934569034	45.1777289482978	10.293569827476801	54.2352286129401	38.83740195701515	56.19099714022445	37.93540874558256	8.790549336059135	20.809207799362905	0.0	0.0	6.566550480404439	0.0	0.0	4.736641033645959	6.495908726638773	0.0	2.9910591933284523	6.540137995220295	0.0	0.0	40.99897120127885	0.0	0.0	0.0	0.0	0.0	168.1886055714384	653.1169716043448	0.0	0.0	0.0	0.0	0.0	0.0	3.589124185595554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.072070344399222	9.74586087648257	0.0	0.0	0.0	0.0
MET-SAM-PWY	85650.16877430119	61237.33968323534	93749.0014235559	75611.3165033658	112314.34207651352	114504.50647856915	128016.74322350921	98566.52681137992	102255.48450279536	37635.674699595074	154507.63450074705	125434.63861557364	95989.58153053901	73291.37037440596	96936.46854095589	96845.27585592054	51680.066426934274	42653.086346176555	143190.35532623055	104702.76580644339	111347.74374413822	136295.22963146976	94262.27856403269	316401.1138789287	173086.88476214532	105182.47164882017	115495.58139381713	120415.87291373502	89619.02094738539	110373.04830236001	71523.0808167433	130800.22900875844	106622.42371170907	171074.09400097758	130151.61303255102	121822.13708075546	56118.19530232624	175645.12752316083	47446.8662778932	170946.6166381343	69404.29028988567	18031.42842968965	124646.22712782864	113795.69852666694	141281.97218004538	124912.5710160209	100304.59436958282	115114.42823132429	102945.58523280267	90112.0481623528	136263.63788364083	105186.0902745862	62698.00779347655	65600.18145032361	152584.68044801184	95091.03954514817	139161.6190710628	105579.21129275665	104888.87356243028	246062.37520717148	116094.5055649614	124689.68102085397	188460.78115104386
METH-ACETATE-PWY	32246.722651666732	50919.97417262713	25729.54651162853	46915.311704780775	54609.98108808306	69019.97917781414	31939.040915761856	53866.373448131344	40112.77806496347	6587.168345387511	80117.9701660296	52417.08472373306	86539.1350044338	14914.522468396572	20814.11119582828	23154.550658938562	12475.186204972755	20722.867428076956	81100.01657181383	35603.355804622515	24406.00639493874	76479.73628199067	43773.0371083242	8879.176936821528	69693.52134278641	65573.25477675413	33700.57751202818	66985.08063369615	39169.673104743495	17360.487902466557	29557.458910778936	49036.58878434801	64561.33679995172	164712.3927472143	7978.325630280466	14834.634912484009	40945.70632526265	18668.539574486804	10802.32433171585	70517.72878591828	55032.39743868873	39133.573239904785	48182.50156497623	36476.26108578718	55422.272032179775	60040.94841057881	81270.87498290194	67703.08205863035	38590.59162226583	37436.79903005642	43746.107513456234	99401.68270545018	50009.88247211732	56967.819843991245	53400.35236837391	121041.82016967058	32402.502882670302	57635.54300687884	29188.877743221536	153013.5016413604	33612.99547301001	62416.49231360078	48820.461873900924
METHANOGENESIS-PWY	1782.1084379967926	1081.0763284165062	1666.680337035391	765.2620145799814	2354.412181404527	2416.8784544051555	725.1131152197102	1588.5293546836815	1237.0654816889883	1991.6828953259378	3391.042581001682	1944.5212304983431	204.30152036469184	2709.149004591859	249.68934083043501	283.587680569581	2147.539869357391	310.8243195323318	582.2975786482402	1375.1307035043158	185.95627240777443	1232.3109042981205	2419.385898223976	675.2491981989505	272.624216810713	241.74190939805166	1057.8006626577942	48.33771984504683	263.3794059593462	2644.0339136579782	461.1108243094806	864.2241302582423	2820.5769439602755	9.138383121874059	2131.978723262636	221.1072395742176	995.0889523071157	2599.259860302213	355.129868964841	946.3870314721423	960.0087837141165	329.7906750184743	1732.9059565352668	30.79969791690495	161.95632596184734	7291.449373405974	5520.043738604923	4042.958219808871	1161.1697046534591	1370.9836810892546	81.62243479068246	758.0802618799371	4706.5736605735365	241.17995877714188	238.48408183739468	6580.4189920569	41.620958617987284	1214.3331251573557	568.834264007612	1131.0651397550837	1100.465429594685	1827.4343642528524	527.8801194828154
METHGLYUT-PWY	3023.3417923065795	2178.7827349905233	5369.415662731461	2244.3513193683175	10411.043424181755	6658.935893862897	1957.6906745328038	3535.7055995661344	6332.418655588853	1017.0058416044674	8732.958595600181	11196.15146172437	4115.849565345493	4109.95980811798	1961.4364906389515	1070.7954835096828	1413.8665038534448	522.3307363980771	4010.2093633811155	1998.77706920857	1635.7028601683758	1803.4031794907012	4645.384868194812	760.9496560713377	4596.114342494751	2965.8114927081947	1805.1939786155676	203.8615433345246	2608.8810582664664	3816.6286156027695	437.4092664003164	4077.794844232926	719.9646325180356	216.17573461184654	6573.32478586842	3502.1254627666244	261.301381507977	3436.7527706930673	416.0614389188541	5002.33852296701	376.03120841373845	192.6693446579132	2846.681077193509	622.4805939645007	822.5562884718322	2216.3266807024243	7142.603700241634	2365.1088777594323	750.0136582992903	921.0756712955375	312.8712788228745	1991.9302734174094	675.0313603043963	66.86413613917306	2139.3075221685654	3251.7494579492736	378.07211328817965	2308.4512722214763	1158.0918140396097	3146.419562611745	2790.9792472865142	2364.787055128547	791.5043621320928
METHYLGALLATE-DEGRADATION-PWY	7.329828348595105	17.434904034144807	22.8056961885797	0.0	114.69940504497103	52.84908534195191	0.0	0.0	36.459555430868654	0.0	28.095767176803697	0.0	62.99918190913807	0.0	0.0	0.0	0.0	0.0	72.55847667902647	19.012414905580506	0.0	2.573774198326875	18.049192969833797	0.0	11.607851325955314	21.37608361396459	21.180995436775174	0.0	0.0	6.227106227106227	0.0	25.574599937245058	0.0	41.86467617648834	16.629069496661263	440.1299155812626	0.0	0.0	6.2975321169868375	0.0	0.0	7.304347826086956	0.0	3.7735849056603774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5714285714285716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.71681415929203	0.0
METSYN-PWY	80662.55715951888	57256.77646834177	88712.7593336729	69519.32676738879	112205.55510811087	108614.41119524444	122049.73908174191	90345.24455353268	93981.50177957602	35155.49902834324	149001.44903017668	115712.5433540188	88693.57322987104	69791.751430557	89949.78481536383	90207.14610022774	50915.40831287371	50044.32036754669	151715.39067192902	97715.9730024452	104760.94417195482	130474.91085832752	88721.83406883576	316280.0088048225	168580.1707590827	108611.20841679949	111077.17599690106	132257.8377231927	85120.78828387361	105697.04131045198	67483.96302155557	124840.02939367607	112137.9281621475	188553.43581806542	123463.48310619763	117489.43635865297	63568.91807574604	166485.07721329204	53623.937173347535	165052.23725918436	76424.75532719863	22513.148182162204	116744.01656065742	106117.6576241666	137731.90223514303	121650.89897979109	109593.80530797823	119005.89843687137	98539.79237072091	82802.68293974567	128813.09682095828	115848.62839879596	68903.06559252473	74070.67510574595	143192.71137534635	109558.67740667978	131100.0445295646	96828.52353799615	96335.82660518393	248687.48174218138	108867.39405162835	128073.49519381202	186286.85846504086
NAD-BIOSYNTHESIS-II	162.25509990268912	498.73303527281826	156.0291632802396	593.8013240552459	928.3855959358619	826.8738333120504	176.17567165611564	976.8045496668719	370.56599805884196	13.542686014052865	666.2740357895071	4454.371428291565	549.1572568817453	24.202637624918697	78.93352088607374	175.35773475791302	5.69497983120088	0.0	80.86370779442167	294.02830448163587	71.79237184878379	20.831260010618344	764.3749111467732	36.83730638875102	1109.1795947580845	285.8094905287656	3204.0357987040215	13.592814472714227	78.39510160220956	0.0	83.93176585719121	1295.5439797966517	247.82883624310108	2.4499887310244404	317.6268312170384	1272.3797500425205	0.0	1154.9849142535274	1593.0258691430663	56.39111951227645	15.268186930425694	29.158426911779582	31.236714663515553	0.0	15.36461264827366	203.84456766629845	1647.711431431896	2960.0395454304235	4.9927661334229585	14.945444574500337	4.903712737036159	0.0	532.2772654300393	0.0	30.41363815373113	39.094277768602105	48.57922572608956	156.43034649104052	76.81933115342382	917.209765240418	94.50364656217498	75.72555844709866	157.73926254411947
NADSYN-PWY	246.38276939566853	223.54494495182956	700.5655894026337	67.47379188052142	2739.6085205395607	562.4753569043568	10.619794481110315	414.20828985307355	223.14145057621053	0.0	355.0114171486625	1238.7964399489504	1958.6376129720895	51.58883274080513	182.9933073141327	69.4725149059101	226.24199908567837	175.76192988414365	647.7008156352488	385.68666172947826	47.8770069699442	106.94234499628226	144.75898048671675	4.980032202654219	698.6925086786816	410.51481754970933	651.2717351142487	69.17493151452828	22.878401388903235	170.1983555574049	30.85734843467734	304.3919890868164	217.84432518511338	55.78934827783824	14418.126004513591	17172.803137657946	137.08945120291511	176.40095647580637	111.29475465659289	10.388716869712889	23.995983659440288	0.0	453.8928304426008	2.622741168955775	14.738349835317925	14.330522716422237	360.17090967685954	0.0	108.24092206766441	50.666655883129884	68.23089091778175	28.407000118652935	16.46689730520781	0.0	360.8210519134874	0.0	0.0	31.91534107150747	176.9364354397983	17.497570151792406	0.0	700.5460287948423	0.0
NAGLIPASYN-PWY	3857.173076489474	9772.049517738968	8827.775544642856	19845.80181004895	43407.060140382884	38193.6873440839	2800.8859353351354	20959.090765084035	9113.165314975116	8476.879025777638	35522.77310971766	25419.727015267206	16250.792767802863	4784.218156462751	14036.72023720917	30007.43109127586	4180.102572522817	29026.974046134143	40555.19100081573	9174.905778461864	7365.279879548547	12547.614009921628	9637.75131085914	5708.939226181065	14878.583466042086	4731.601856247376	14300.782041772054	41759.111116910964	10667.754159731541	6735.563739043917	76728.92221242671	31480.48083938771	11187.675847690261	32481.654483444916	56786.67976440886	73135.12500016345	27973.891320123577	5455.341289100718	26597.30491100794	7523.968814792209	14682.774536243092	15453.133610717441	22352.303502107996	8058.492600118626	13323.28434300413	18017.262276963585	24638.23572284265	4726.051613899625	19199.640351491085	5257.437467698516	21073.115518368304	4174.522648904073	8895.828522739841	60571.9557651643	7963.374217972854	9201.863575087984	4159.772979008913	20149.80125643738	34377.93228520028	3430.0480605689627	1530.7348901203604	7723.491969661866	22736.19762673348
NONMEVIPP-PWY	101669.60923390868	112022.21498428429	86232.9297654823	123401.27128438393	208417.2392419756	176503.63020822505	97584.5240422566	140545.86649075654	132301.88212013492	41872.40727072899	290216.1983669844	170480.047727005	185186.68222238467	63418.04871085079	106815.7853056796	114135.64156774108	106726.34088580635	190936.17245118855	243122.8828916346	115111.68251100126	96412.21626257383	208728.40672473586	142509.97801129898	290378.00472703	207107.52184569783	175409.1950898855	162410.77258159092	237090.9011680478	144625.71471416176	102035.90088042524	156903.22468162284	212328.18407463012	211650.541251326	222438.44862158052	161842.20230035007	144022.17612468344	224280.20381321205	161638.91559942046	179849.00582277725	177376.43566285938	302857.28053501336	260904.2856295467	171284.9069030791	127133.9112407499	153700.47051772426	191933.42973180822	208341.8012100323	166716.50791409894	182068.7750075206	97332.71117662026	174781.34510382285	237323.38309392595	193808.25049256725	151759.12956455018	155273.3714376194	286618.66140884487	98391.06809090852	162228.69378685288	131393.38611203086	273663.19263403537	113353.72216343899	190265.65713511454	213511.2133066858
NONOXIPENT-PWY	197550.41708945858	211864.63864087127	203931.1452524789	250730.02733148888	296843.4879420696	302561.8098183538	242425.12351347975	311378.950933925	285428.3536895918	110009.63472592909	465820.2747173323	366359.0222620694	398825.99637726747	217792.5163681104	256784.8959316631	239459.60068874838	169152.22190507012	292571.16892512725	418962.08082364744	221216.8315951429	212315.59324395162	392401.74222948827	278563.18480048265	428459.9126848755	370863.5499865079	310015.11991822947	283362.62409307493	389578.3033888542	258347.98884498462	204026.14198912398	242697.21934996065	401939.1514438703	318004.8628423941	440070.67844905605	298475.62177798664	246820.04283494313	377135.0936443282	307914.7057305178	269053.956173688	341794.5415569162	495047.52513317333	364758.9272879545	360623.90050788695	297044.6892819325	332154.6145921674	350403.71758088795	313311.6936773631	283846.34311805316	363044.71563181025	260920.05104208237	366869.88047866913	344387.2716772798	285693.41587815183	241885.08294491077	373725.4563108905	412708.47687834315	245454.1804210085	373126.53313373576	254991.5485762006	502737.3492481517	279157.80572813103	301649.04811681435	409539.421154169
OANTIGEN-PWY	134170.2458382115	133132.21757105947	144886.36622335756	142078.51548729494	175437.61423473418	178684.0853989396	177652.37334233275	192223.88882412427	175002.35094657526	65665.56899129612	294718.66251302406	213660.8453052034	230386.27650567426	151494.3250709508	169894.81652723523	163890.62823947208	102318.94882148718	102504.05005301269	224390.38664325123	145478.32788585973	161322.44854316764	229732.50778292783	166469.69678058164	61723.28067783461	237480.08398335715	157635.85996461936	181436.2253166392	185695.064568541	152465.2226543937	132025.3906985457	147297.83506366322	220744.12913936898	194682.31837329787	219263.340551342	167221.84645731427	159316.7232708834	140661.78335429015	184963.50321891432	111197.70241626601	176354.1019889429	272403.6142900577	232941.7463679705	229307.0434612373	171016.0571747166	184134.5987142625	186809.0649755931	150817.157921112	157449.40797861374	167622.51243535092	150864.03173827814	177225.66518303554	181073.09457539828	178233.24185499578	116057.97494309868	199401.80167980323	222437.00696950365	198786.7391183957	193179.17706131868	157644.3794448532	246518.97330207375	163306.23046274274	168295.36275267243	164685.2650361125
ORNARGDEG-PWY	42.354732747200316	0.0	0.0	0.0	215.64853143922727	86.48737660253006	0.0	228.8114214363251	0.0	0.0	0.0	0.0	41.305617152606395	0.0	0.0	0.0	0.0	0.0	90.12703390065094	51.9054346270451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.60391737787997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORNDEG-PWY	1900.4726789488252	654.283697643959	1060.5585282538723	998.4275402312962	3143.1673932120693	1836.4995377764135	1827.7656742146087	1843.342088717397	2992.91945461707	896.1402315723551	1914.254606807426	7493.181597515178	1987.157580196101	706.6854713534108	498.76089259251125	2069.3517552108456	2596.244732864543	469.5095883864344	2710.732538912127	1474.8374232608605	1620.8178913933136	4874.574011313794	1269.082298910453	78.83223767852012	2838.23905404725	1454.9827409545508	1403.527875742488	223.06967270661838	1198.0300112646041	2172.6404067519165	354.9568974258731	2469.6363953349755	2547.4043294771795	841.8594200879899	2352.6090666198916	4237.680783705549	226.101591407486	2376.206169319985	139.09182894941603	1639.4451983124793	199.4303278588541	153.18310156950474	992.6755982102208	386.84137685028765	677.6777317534305	1761.0114822500227	712.544264185828	469.7126130904745	346.5118397167366	1031.1263252347233	463.2129169138315	1609.6232227566218	896.6505577160432	4.987223932974254	2943.564232826509	497.738285275157	202.30056256208027	217.88870760283356	669.5241076954535	547.4156761629159	1681.454016773186	756.7714698866811	49.69401858009784
P101-PWY	951.7544937297185	483.8031032844729	4051.1528377834243	558.8595018842498	2275.0099097366447	2419.858191456638	590.2926562336528	1048.44889933419	910.0538906468474	214.18167588481347	499.6433845718489	1202.997309087674	1302.8474352987994	440.4826474997591	194.1928041191242	506.77346125303865	2649.102244831594	1312.9799552689312	32783.47945880607	2242.9150847162905	4265.854146913186	5287.958091122243	874.6651843221807	3428.478676604234	4153.668875848116	2741.770056332457	4551.378989569432	523.7337468447118	4800.236590713661	1467.4626816295997	568.4434889959184	5708.372870526766	1520.4415314105436	1716.5576304284243	2436.9544994124117	8708.968603545378	835.2054793293515	4831.281836190143	1071.792297073198	681.5004129476741	4189.10092653844	281.1816293891237	9037.448251965388	223.46787277876598	2526.5532374074314	4072.9837886142973	3271.728146529058	1927.8552927406213	2224.825123169091	2029.3463011156182	1081.2246505041394	5391.501794215484	410.5034451591635	383.4600148445368	3779.2098707461487	3221.690151653219	372.1441764510586	6689.7355362066855	3642.19536081324	1154.2476615499957	1619.7453323456837	3572.638717257927	30934.27328316424
P105-PWY	3542.811046966745	1665.5376358893025	11000.913464256288	2055.233593095072	8855.798415645555	8424.368460825533	4553.3426746486675	3640.6856844029244	10091.27425055425	1269.2450054331928	1555.814762854124	6587.558131441821	4620.4556172455505	3002.012101902894	1069.5479747537381	4136.893763470678	13768.861658340478	4734.660147597654	14700.648289508086	14738.807624696195	12529.127525944194	33328.660572278925	5456.367984291885	876.0152159377685	19142.97580702171	8471.61399067227	11693.38665086821	1087.6334134773015	6175.040298846014	22566.060529573442	1208.0947267397646	10530.885579720496	9330.331027350589	14377.111211859687	34204.16894631754	33805.520326732425	1099.3211012850027	26067.694960753633	1198.7716739660439	12306.497209541221	998.4591552219897	1293.3032377473874	8286.216310048736	5110.07943767954	4547.316303365261	14139.874318026983	4350.2754513069885	2634.9061569836417	2889.3686571219528	6692.288559441245	3744.6738209547507	6956.729581134718	2796.623064022087	412.6761218023704	16735.26255917842	2522.171239413251	2407.4627632120223	1482.5352422524838	3557.824021331371	6852.341678303919	16522.155934755385	8683.846094894694	1004.3407364992082
P108-PWY	71.90854437557218	210.34923773937987	289.0439255762214	190.7341592733669	213.7890583734568	81.967896040747	191.3732234448163	189.7286249493204	147.46854798936621	43.96235127573989	1269.503562454602	472.7795243060883	123.38292138669894	209.3935693173609	224.40642520519214	224.35102117312496	657.3906895103485	518.0981574728407	1829.353765911791	618.5557423591242	364.7161631333486	653.8066680014359	361.4186176772163	440.0814237369512	916.8068926579326	235.18704986762066	319.4640885115788	536.6124004183154	59.958723166154414	345.31604929359503	701.4899956332345	720.4137990000669	149.7699684679907	71.97731989929434	915.6370799280554	1915.8443310958646	313.3430601293696	468.5238172717289	798.4383733887393	245.44146720334038	736.6570487123802	305.8888992799125	3214.8161233463607	280.97647781493237	1019.8970389065382	2148.5547197282485	457.7950399856432	629.2196334989277	3468.5881989689524	203.3173020730047	1168.1970434432599	284.50192678475247	489.65549928153246	920.7694939931934	185.70191386811953	1232.1338903069955	326.21559613530485	2891.401058877329	661.8573959865697	208.63195826826848	95.8957793725882	391.0390502052406	630.53154264185
