pathway	0-12	0-13	0-22	0-23	0-32	0-33	0-42	0-43	0-52	0-53	0-62	0-63	0-72	0-73	0-82	0-83	21-11	21-12	21-13	21-21	21-22	21-23	21-31	21-32	21-33	21-41	21-42	21-43	21-51	21-52	21-53	21-61	21-62	21-63	21-71	21-72	21-73	21-81	21-82	21-83	35-11	35-12	35-21	35-22	35-23	35-31	35-32	35-33	35-41	35-42	35-43	35-51	35-52	35-53	35-61	35-62	35-63	35-71	35-72	35-73	35-81	35-82	35-83
PWY-5655	141.7562385600583	0.0	266.11559886387596	19.10430978358249	552.0357590988788	78.2007282241621	0.0	47.53849160581649	122.37890863790085	0.0	183.6650814921968	0.0	500.5920525892565	0.0	0.0	30.87623794478154	188.23194024626625	75.10737628587515	471.7307810533327	277.96698217705705	0.0	38.101579868702075	101.24788840620154	6.082675912450352	604.6965630051789	305.85981292002765	105.03807657653591	0.0	22.086649175730482	170.00219575152224	0.0	112.50546545927958	176.03923062670614	0.0	436.4468482041653	3762.0409208582323	118.06463354564352	159.39353819452555	97.47004803284919	11.643477194605513	27.41663579224918	0.0	76.86826024079322	2.9484308913893624	17.59007021510007	16.887248210562714	247.17334545216485	0.0	77.97216417320554	46.24094839664022	55.77078495109163	30.89875701325014	20.184688431165075	0.0	360.12940312679956	0.0	0.0	0.0	26.436811148835943	0.0	0.0	381.5581950193626	0.0
PWY-5659	126419.75734277519	132966.4073090976	119257.86960597032	157543.6402697654	187399.60069722828	191286.50607494684	130969.60108944452	195697.976906895	176851.2517396163	62699.1214398555	307337.48977087147	220817.25659677866	224481.53108396853	100351.49355466284	157123.46985830367	157412.91092988334	104812.53058849773	153524.8951059883	227349.85742762458	141731.67422800203	135760.96639581464	253470.65161245418	168161.02807491957	53224.78460783384	256046.60466534563	203919.96521236864	195900.54349179298	222569.0957427536	162638.2662555487	124975.74133205744	188380.41093257733	258048.541154607	211205.88174153355	213432.83171974408	193072.68658191361	187409.44016914922	208754.6875139923	191797.5817802616	154616.30778434468	210936.85401312733	306330.86440541275	253569.55760097265	232726.7762515546	178349.6065198282	199471.08966691457	220386.044093914	200795.2898698879	179113.0642199841	215700.72258699592	143641.59406478112	203533.94860518829	210543.71552292982	186657.78577633438	141934.9303126288	225875.28536899574	245480.67418116084	129618.72835252073	217297.60961752856	178180.39957104842	309770.6454291844	160553.70834857336	195185.26505868664	219437.45560697754
PWY-5667	206748.49815626984	200434.60457717467	241763.6101508656	249115.39472069996	275774.36732748675	288558.01385029254	279938.78191187483	321957.4390308772	311055.84862870787	132039.2464132264	444281.4046437098	367908.2675781907	349086.3479426713	353456.3474581709	307839.8263048197	286922.0417892178	151673.6797824928	201803.11208471464	345880.4820174348	251076.86363842373	322013.2212126761	362135.2355485201	264778.16612765135	313917.8593254546	361315.64305143955	252003.4653018769	283853.9640586389	301095.4564523361	252272.27925390555	210103.64010505212	237516.61645201588	361821.284599458	281191.8630472295	383137.7024145776	279642.1461777466	257279.29731951887	260303.85196318544	296065.9826187277	192512.0242537168	350797.3101887138	349374.6120623263	307030.5194504163	363559.516607311	294221.26299972204	326153.1639768927	314359.73568003194	256513.15562252922	248097.8707616818	304266.25887268904	301820.3088526424	346355.30528258736	285351.546595284	232263.1832366581	174815.97177893727	347231.31079738727	344415.45473051374	327865.0707039629	371772.88149741787	304205.6117039242	456087.5745868281	323758.42176563916	268570.8710338328	334680.5664651031
PWY-5675	0.0	0.0	0.0	0.0	0.0	28.49931140560542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.99614956035784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5677	3088.4171853033936	3269.3050021844097	1540.8866134603616	2757.6717399309728	6673.143264763565	2639.630404452036	2800.461060721662	3481.924431573851	4428.450622806583	1323.0053736674477	5942.7500444369625	4484.079043005708	4152.086254381985	1325.9408895735758	2193.000571341832	3337.2883120139354	4793.26108307726	1037.7355141124867	5005.293905413323	2419.676784392956	2793.155233525794	5380.923912235255	3450.902107426985	1149.0063740966766	7124.111395431	4172.005503660818	2317.69710248242	1515.4619388148565	3035.0410790396763	1531.066079960211	987.3497212578063	7688.759866430308	5384.188153532344	1734.5276247356435	2606.696133107076	2647.852266541839	1357.650847424063	2407.314705738591	6969.979757111583	1150.7138521686577	5821.355300045853	6031.866712523009	3341.3822936106894	4344.145552101225	2639.9938408171756	5138.111964418463	5734.520368398309	3611.170175048801	5730.734949101265	2599.5439484605536	2429.3129307347212	1980.7945540983972	3629.3444986879854	620.787003557729	3881.8373014992353	4434.4639452127785	1035.1066629197494	3089.654778105683	2844.3156544659214	4156.09853342792	2302.773411803344	2357.641458349019	1783.2069445617458
PWY-5686	182410.23881915255	182274.69431774793	223223.87037444572	231955.87557593238	241303.02961778428	260961.25022379585	255680.34569257224	299753.5595540931	276152.39416025655	124719.712853528	395713.12109796517	330079.48198350804	319079.35630754224	331780.37680920016	289075.1832235268	272733.18236934236	120020.3727757173	192334.41762367517	287955.3862985926	223981.4725034384	293780.9068194738	319093.95257312077	235975.0817994527	296845.23090991454	321114.9614363996	213584.5176354423	247554.45246214248	276570.3842706005	223936.4252613569	187873.90928146086	247814.13963179413	327193.51104579057	239526.61354119808	296083.53068670334	258664.15534381717	238995.87095266735	235897.8543729233	270423.2337243794	183763.7584388554	302778.77797916677	310612.9349222983	252809.39017585004	338686.88654740853	271900.2583538878	273358.0316589887	291841.99237187015	230044.30789967484	212595.6975684194	284912.5750720298	280752.5616759986	327829.85624748917	241679.64275379042	202523.1183388884	183332.98346474787	315625.64800464065	294911.53008192277	300035.97980966786	352190.35467621434	292757.14166907663	392667.59048665944	294922.2102246952	232313.37460755408	316641.2494949756
PWY-5692	6719.410967325396	4000.086922476188	9442.86359551476	7270.086246030752	13645.534611051493	12117.337308217871	8981.4292363979	5736.09032008692	16057.03495012328	7959.771170339756	12211.511017415341	20672.755517621223	12691.264432680924	19989.642932317216	4350.21964575383	13860.260181297761	28646.39626872325	8540.680413737551	7399.1589736693995	3484.101555446106	3280.3893709940285	5322.166606795821	5099.801142478938	682.2781209465289	6979.6597088900535	2400.8195515251573	5677.78729323074	835.474483406356	5976.898004002377	9121.62802696173	3000.4227516439023	8197.891499862271	3128.889974914474	4956.134231058062	5118.633256950626	8862.706186090223	1019.5990226988099	8347.438958903145	2568.3396829282638	3991.2353253350643	7086.049278712444	3810.468885627181	5330.70162080886	3506.3577550706555	2149.1628260018365	5520.828851610538	4540.5428847951725	5406.296085341567	3092.566531845281	3048.8931289792217	3628.652092473437	3349.7823564553883	5838.840560013902	409.98658351935916	7145.850212421685	1656.897554850861	2553.2086809988205	3475.489082607783	1477.8164906300192	5328.419833962613	8257.445074737103	4382.195012415622	917.4850761855774
PWY-5695	167693.7484984451	151043.590080038	173934.0248117107	185702.28198390326	237237.06996388393	249425.2342985299	224591.1148005025	223989.42270523167	242138.65549423304	108071.63349300572	378882.7270977069	307671.41802739195	275643.9165729463	232654.8619024669	199905.25414160127	233028.95624191838	122748.05380997763	155659.03031611154	297818.35774238233	200361.17659195256	203566.41627647454	313454.3530504491	223164.00513642264	81451.29438587026	316039.87068485114	186007.04868668623	238007.71433716203	245507.70958573936	213113.35303848807	177169.42127718907	207845.83383513417	320862.2876400282	203635.883445197	325914.8578439083	259022.7274868995	214121.32128712186	216219.96998694097	236456.8040121717	149340.87709023635	307234.90267218614	215155.43802339182	167185.54977599776	279165.994223836	220389.1951610071	249021.18050577646	280561.52404366113	234489.42909808713	211148.22540921732	238878.1797930149	191541.70378058316	265315.36080033553	181526.00762379763	156978.60092867957	183357.039945232	300889.8016360534	240845.67011613838	237151.34796297768	245689.4278222277	219698.07627664294	402207.6353452174	245096.90629439038	213531.1847211665	257337.5426042521
PWY-5705	6719.410967325396	4000.086922476188	9442.86359551476	9169.634639618598	22563.694551153767	21473.429963408795	8981.4292363979	5736.09032008692	16057.03495012328	7959.771170339756	12211.511017415341	20672.755517621223	14050.05128130356	19989.642932317216	4459.072169192429	13860.260181297761	28646.39626872325	8540.680413737551	20245.178036296165	3484.101555446106	3280.3893709940285	5322.166606795821	5554.164188928437	682.2781209465289	6979.6597088900535	2400.8195515251573	5677.78729323074	835.474483406356	5976.898004002377	9121.62802696173	3000.4227516439023	8197.891499862271	3128.889974914474	4956.134231058062	8972.10108847914	10489.647181235703	1019.5990226988099	8347.438958903145	2568.3396829282638	3991.2353253350643	7086.049278712444	3810.468885627181	5330.70162080886	3506.3577550706555	2149.1628260018365	5520.828851610538	4540.5428847951725	5406.296085341567	3092.566531845281	3048.8931289792217	3628.652092473437	3349.7823564553883	5838.840560013902	409.98658351935916	7145.850212421685	2147.3479467833554	2553.2086809988205	3475.489082607783	1477.8164906300192	5328.419833962613	8257.445074737103	4382.195012415622	917.4850761855774
PWY-5723	766.1603588585521	1071.9962202447052	2376.5055048706035	2493.5509535963483	3303.8947090593592	4055.6861399162453	367.0385373022913	2593.026625861488	2075.7866785028705	913.0317647721464	3256.980701014406	16697.031331200196	2030.3384482786325	604.4556224854293	569.7643002200874	789.7431285981579	661.4588401154907	1046.7869196526697	543.0519873845501	1668.0431935509705	363.46883512799235	451.079671009478	1423.4546223957198	45.485750929441366	285.66615447404484	722.1605458277915	1699.3608705076201	48.99393465444727	1306.6914613936228	408.84892674447514	97.95336357245088	1467.1909042680438	198.25807239901934	135.30935858104343	1047.5578066986166	6367.9196221178045	125.95732370136643	579.6714903425619	271.6879582446699	222.7303738847621	165.4406597546781	129.46807792926236	198.73912608142754	62.98758317002768	208.12295122099357	656.9198005344729	3216.407673401968	1270.1564062507289	230.8471954466189	1098.181970433967	205.22116015325955	413.8188260058844	610.6250496100413	0.0	499.7578800904303	1494.2817160118166	33.840862143916844	259.8000332324555	250.58366974707832	1193.4979649589939	378.92691002873363	974.5781051747458	171.39488270605938
PWY-5733	0.0	10.0	0.0	4.0	0.0	5.0	21.0	0.0	0.0	6.0	9.0	10.0	0.0	6.0	0.0	10.0	23.0	0.0	13.0	7.0	4.0	0.0	0.0	2.0	0.0	7.0	3.0	0.0	9.0	10.0	0.0	11.0	3.0	0.0	13.0	25.0	0.0	0.0	0.0	14.0	21.0	29.0	5.0	0.0	17.0	15.0	16.0	9.0	7.0	11.0	9.0	10.0	15.0	0.0	3.0	3.0	3.0	6.0	7.0	17.0	15.0	0.0	7.0
PWY-5741	101.0396215049447	125.972364995953	726.1725142950859	73.71996752247419	1045.205618774555	1418.4269119269743	98.69655669311874	940.5164907573336	207.22573080332978	0.0	51.718256901560075	233.03365321244658	214.99483351521332	0.0	70.37516257084181	29.161442818183225	50.649246543445265	9.880814807711468	371.88850791906907	536.8419649322296	91.55332072926204	178.34267369732729	432.9284003039405	0.0	74.82081300189972	297.2427113187743	451.2142708503557	0.0	17.93386710504651	0.0	0.0	96.11090197031683	89.81800360175198	58.34141907565428	248.49873298963686	2156.1705085921535	0.0	53.157988127843005	94.90836779599285	0.0	0.0	0.0	0.0	0.0	31.067952207837102	0.0	25.697389399713984	0.0	39.02377149690349	6.494405440009219	13.605491932307354	0.0	0.0	0.0	0.0	86.57731155753893	0.0	0.0	0.0	0.0	0.0	257.78055333152156	0.0
PWY-5742	12.676887474689037	3.151551125000277	120.83653000331739	0.0	115.2575671747462	67.58564286039561	4.529008109794136	391.6346724367818	36.58662088718986	0.0	13.44222303000929	0.0	0.0	0.0	10.643835616438356	9.450707055750051	14.068965517241379	0.0	232.7718537519592	69.63555876290418	0.0	22.575877358814836	138.80201455937012	0.0	38.85181733457596	102.0353007093901	55.59824702146139	0.0	0.0	33.239778765860535	0.0	0.0	0.0	24.63766133857595	19.27160658330462	958.6506877502842	0.8571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.88235294117647	3.130434782608696	0.0	0.0	0.0	3.789473684210526	6.594392523364486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.55302301906002	0.0
PWY-5747	2364.811497493328	2231.1675542258713	4853.906913941919	9662.101535050473	36992.37317573404	35019.32981661103	1779.6952175237732	4340.921361550787	5143.025098666692	736.6406427671311	7285.741533396032	13546.860565056531	14726.119776589665	3185.948121031219	4321.949621582093	10747.899438297287	390.999818107725	631.9035866079457	18342.004309254047	1619.119926834717	1786.750889456838	1157.7451382819502	5508.038860089296	163.40094955440188	2838.0348189000424	2871.6895903441746	2381.6777134541644	291.4165760173143	4739.634839507289	964.0489455929758	210.36535724729714	3427.9878582788715	510.23966382351995	242.69946479467586	31786.188649735363	40514.471221553744	175.6891005941513	2218.9535305994227	315.86622728532257	87.4882314884767	166.17056660427684	33.39437629395006	5392.784109847394	3.217919064855752	351.5740195245108	1402.6861811570575	2432.5982010173143	153.34298663774734	399.4281585331627	1123.9138239480774	225.34529819937404	790.0041614554525	99.73967914264718	73.55435412029472	1674.229903994954	2076.7573911261975	0.0	2402.6258179745014	1307.6719825717623	45.94722968024894	82.24299120912002	2023.9161655123355	143.7753387035238
PWY-5749	0.0	36.686750239097435	0.0	0.0	2.9923627678141336	46.55668122110804	0.0	38.9920908537822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.70827680791701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.998150434677283	0.0	0.0	8.958665612154327	0.0	0.0	12.853285328532854	0.0	0.0	0.0	0.0	17.76525198938992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5837	4035.1949749821415	8720.193859643148	7780.026887325982	12490.920119510136	12987.126288176845	9333.311430769127	5310.529301153904	17099.098721486265	9382.668991200062	9027.838076872647	22514.772706799424	20064.094869536995	6022.290737715799	4004.1626561502558	9846.480552133175	24372.205420194772	11527.245093775475	12049.298203472074	22255.525450119472	11580.10469932448	8342.383210557147	20401.317999180803	6876.3628513079975	2923.213553075447	19830.230392683563	5536.087074918098	14097.643600548348	7772.628393917124	8997.144547214362	32146.36177238848	6490.622354114443	27453.42261922863	13432.338665479243	25083.947545817966	42074.45515328326	38539.69563565388	5141.715832748876	11501.839901977433	17302.233900987067	13443.741467064947	12951.102854277979	7326.877445126834	15485.110879043354	10997.752002976411	10975.272090661361	20218.040604780846	20880.55943046386	6786.183945509897	11654.18643876164	6385.809772807082	15783.169046854075	5865.491742957819	7660.697094462521	12643.170980778954	10661.138590039314	6902.105769736141	5019.498261525325	10677.537134337968	21667.31462842321	12584.974167008542	12689.967715117717	7204.690299511176	7397.5499645414975
PWY-5838	11184.943536051765	20479.54942107781	20562.777171517602	28996.17915024996	30309.434121253584	25644.266423018315	13879.053344410873	39031.17297608462	23915.28339154537	18670.403529128995	53420.55543268979	46573.81589149469	17348.47234550485	11537.11338794849	26297.849904505787	52643.60040057502	17740.43700710016	22608.67757100957	48087.0015898527	27691.96348493429	22111.395966240674	44428.97515095717	18492.465791794068	6682.667891710307	47095.69191773618	14228.91292682626	34203.922626141335	22199.64374865264	22555.04981592801	39071.158603601805	19849.069181993098	58960.234326382866	29662.83092707417	57512.16622938194	77090.52971604504	75960.3170558388	13888.834021619303	26437.933733033216	27646.645604283458	31328.423698035	22309.370544563917	15034.965684197528	38665.27810692553	27139.013568290815	28863.612250872247	43311.40453210961	38214.9668173463	17525.54979339541	29265.292316846095	16328.114909362526	39841.10478448221	13326.868045640123	16603.07270709664	32577.659906863217	26889.754682844497	17527.301885097095	14053.683974786174	28147.17131619189	51555.98191962615	23862.741794031004	17596.28347759649	18393.908419338073	21244.778452470946
PWY-5840	12526.661331560665	22365.04223683634	22670.048431035062	30647.608941624258	31011.133788231477	26248.741563757136	16765.84401104756	42006.18417762372	26534.939652027773	20403.61947717278	56494.18674064842	50212.738434279345	18093.53417397282	12604.774720339963	28430.325771003085	56459.47313384868	20785.882814236134	23252.489649650994	50213.84273630206	31717.268680186542	24819.274203494544	50582.021329714975	19829.36357541532	7010.727362708971	52982.23444447873	16066.848543298971	37866.165728802174	22656.51670165566	24724.448204096425	64318.69882458488	19979.84715164736	63547.90919013174	32555.82646101555	61951.13052597635	81235.63228978061	78626.27328090077	14167.050007987891	32147.087520258	28694.865446764346	37808.81297278637	23701.507691438917	15630.064299229936	41302.19967350087	30900.79392540091	31432.626571153396	46902.347403878026	39980.799138722774	19537.296993211497	30951.015869348514	18512.02531984481	43261.71229651664	15129.617218470425	17700.220509152732	33060.915170653214	30621.396896771083	18464.0202179302	16158.00202594704	29720.41562186442	54556.292087427624	37109.30128464949	33433.5548354965	20053.236800888506	22063.33374332129
PWY-5845	9414.483969163513	11296.795438162597	17361.90956069344	24527.11172507049	20990.115823318447	19366.37851011886	8563.300508492792	23281.14051107467	20822.664140236975	10317.463643030482	18890.856592993794	39685.51905779588	13601.331773940186	8390.218456284018	10144.783731820266	29012.42161227419	17740.43700710016	6012.952595552103	16530.590846255236	16332.09367377221	13993.669502575609	18499.83822340407	14707.601277966467	3829.4346280174977	40705.72368376076	11467.108665413742	18102.03899605183	8687.902916832762	13891.294900324929	34216.542880097164	2940.3147532590174	27157.451528690573	10889.18071968061	14513.25557353014	46563.18016631681	24874.738792453987	3609.0977247878504	24124.296033686387	17892.86892619309	29836.684514555265	14434.96753650724	10414.004083639504	15404.612322718815	19851.350121021063	12938.69561100972	21213.242211589917	28417.86183456382	14839.280906107395	17613.08431497422	10272.441607987434	7669.375481192323	11773.822268653174	13115.021853993867	2700.188707446583	22827.73547092851	8428.302648398505	8821.64936450981	11410.162369252323	14905.17850942838	21915.619943383444	12661.708614157107	9105.99782549199	9118.018391192885
PWY-5850	9736.609505185847	11888.395648414124	18710.79923268072	26391.641971364217	26772.243329875626	23694.779116115147	14977.840236633547	23281.14051107467	24163.77069913721	16643.349739989546	27197.64190374634	42004.75943211009	15704.858884863155	11756.755101920027	16437.558280448473	46091.153072328874	18260.46648598475	7546.409876017289	20940.76420522575	20336.191666826147	15758.05122186573	20807.97622852107	14707.601277966467	4262.667018342025	40705.72368376076	11467.108665413742	18102.03899605183	8687.902916832762	13891.294900324929	58026.93353867872	9956.165558645893	27157.451528690573	10889.18071968061	19698.944949948487	67119.41695466611	25728.14612374731	4486.401801304417	25804.067937213233	17892.86892619309	34779.564085736325	14434.96753650724	10414.004083639504	25901.662658233527	19851.350121021063	14782.832031663702	36611.50671339176	33003.76125771691	14839.280906107395	17613.08431497422	14725.733142355379	12376.332232224278	13194.66718080112	13115.021853993867	4041.9239441389527	28341.497557812796	8428.302648398505	14410.499016690983	13610.945861381138	27662.395647439356	34369.088110024306	30861.567115816015	18542.337568238196	18226.2668955841
PWY-5855	4150.005897193661	6587.890489576739	7916.478828707861	14058.28692580059	43236.655811650315	42491.10163372028	3730.4539854845866	9086.43917320939	9610.822549703058	2992.634136453944	14802.30028544688	22939.24435263071	18863.31690177056	8078.83803634751	5796.242189553386	15666.821187618143	3298.1430963565813	1631.555635886111	22875.36129699537	3985.833235914439	4106.604476694107	4923.41667863375	8571.004488249855	1056.3528501564613	4353.079723315096	5042.522245130891	5031.750320225536	3939.228804293757	6261.279920780472	2360.5794479589713	964.2780712202488	6853.85433847164	2598.3827784743075	989.4134422343946	38148.93540170303	61099.373944899264	1656.677498450616	4383.786757428319	4127.689240478225	447.54019064834375	5346.8285122754705	1415.626151974636	7745.964723503987	1122.2842044625665	1620.3448601543764	4158.408856666957	4866.76215033313	1938.24906506891	2778.2495871169053	2378.189328622786	2232.3446242043115	1555.466253275681	3925.2139452449746	798.2974397430245	3119.1641781937433	4080.162113925536	623.1724809120204	3523.7900293823404	2628.8654917214326	2333.563633057013	1096.793183974363	4026.4946243440954	2043.6132823015294
PWY-5860	6818.208259191493	8806.206048267924	13747.923567434907	21836.45577807102	19832.169549111844	17489.922276058063	10473.016223664976	17759.786074601932	18393.41762468048	14436.631155754627	19796.254430432553	33724.50822800903	11394.715176481406	8385.122642296903	11798.720071772528	38365.692922087284	15972.12071978774	5358.514394188973	14957.697299991522	14922.027963007798	11253.121608729509	15045.828538851305	10712.567040238959	3178.487245868556	30108.46259154778	8129.707003703888	12908.252443423999	5966.329603696476	10048.493354681663	50448.566463368574	6864.493187887442	20004.31333289327	7634.002609372252	13663.536010575004	56454.94364927875	18503.032307397134	3083.595010736577	19043.99700135587	14810.90220805394	26071.437293968425	10749.307046211117	7517.548697632972	19285.77428344785	14496.550102468325	10411.180778857612	29535.39607491446	25349.587205241776	10586.647465461547	12992.677587272305	10969.88634849264	8605.502233036328	9335.075322009372	9750.910347134057	2728.528804254729	21237.993496122675	5774.850881418188	9975.862286721866	9770.607752817177	20491.030310478884	24729.963617001547	24964.89418565991	13662.544431634044	13135.272689321555
PWY-5861	7891.587192590811	16494.404593179963	15262.98230194525	24576.210638774784	22787.093545495034	19097.342962779137	9670.05186274567	32994.61961855741	18177.763331434006	16811.466783827906	42658.75787143342	38242.78224706936	12704.690905811734	8217.750256016798	19786.538757209604	45425.14528633837	15380.588273631605	18451.859153760517	37852.91089759432	21087.153812451368	16256.69510971672	35539.615091674284	13797.98631093155	5342.338218053429	35444.09306663691	10244.231879871408	26000.467969318823	15994.364219479688	17229.47706366294	30898.916856799045	14166.90226447061	49513.1979131365	22825.939209724	43247.49799715503	67464.29240126493	64555.94183651426	10208.918566047429	19563.241385429577	26356.238340168387	23197.97055761457	17745.837726546026	11267.262176162612	30548.48566274837	20537.54854652989	21482.241727354896	36337.38726509269	30074.60390495641	12663.859149992126	23224.636773853956	12321.00168869901	30622.9871816631	9434.393982257674	12734.540800905776	24136.342807055487	20022.89447864033	12380.27685157863	9719.611871459301	22010.102478063767	42245.44800864476	16763.783265159625	13038.25508824197	13541.76890535702	15518.873057590925
PWY-5862	6581.661004252125	8321.97112109124	12663.569512922348	19953.86054476503	15184.378687433245	14020.424134526507	5865.046507354786	17759.786074601932	15545.387549441202	8030.405135851752	13375.017161828499	31507.02912879089	9753.104229829856	5866.746457946638	7074.148694739753	22112.76924150694	15380.588273631605	4213.891305962122	11632.580983702015	11751.074334738714	9914.131482806433	13252.466106240268	10712.567040238959	2821.467939455094	30108.46259154778	8129.707003703888	12908.252443423999	5966.329603696476	10048.493354681663	26447.64637740888	1979.5464054179329	20004.31333289327	7634.002609372252	9960.647569103798	36259.06834175039	17842.668416560904	2465.6687371862595	17681.09098257164	14810.90220805394	21977.510582453277	10749.307046211117	7517.548697632972	10951.249135103215	14496.550102468325	9048.721924931184	15723.887649333923	21375.417201681335	10586.647465461547	12992.677587272305	7390.00496288491	5246.9002664950285	8275.278820185686	9750.910347134057	1815.1976191012718	16703.123579129366	5774.850881418188	6017.302746220424	8090.345423314685	10502.7931653284	15328.668125418277	9097.56439385886	6368.475432025378	6315.463199857151
PWY-5896	9414.483969163513	11296.795438162597	17361.90956069344	24527.11172507049	20990.115823318447	19366.37851011886	8563.300508492792	23281.14051107467	20822.664140236975	10317.463643030482	18890.856592993794	39685.51905779588	13601.331773940186	8390.218456284018	10144.783731820266	29012.42161227419	17740.43700710016	6012.952595552103	16530.590846255236	16332.09367377221	13993.669502575609	18499.83822340407	14707.601277966467	3829.4346280174977	40705.72368376076	11467.108665413742	18102.03899605183	8687.902916832762	13891.294900324929	34216.542880097164	2940.3147532590174	27157.451528690573	10889.18071968061	14513.25557353014	46563.18016631681	24874.738792453987	3609.0977247878504	24124.296033686387	17892.86892619309	29836.684514555265	14434.96753650724	10414.004083639504	15404.612322718815	19851.350121021063	12938.69561100972	21213.242211589917	28417.86183456382	14839.280906107395	17613.08431497422	10272.441607987434	7669.375481192323	11773.822268653174	13115.021853993867	2700.188707446583	22827.73547092851	8428.302648398505	8821.64936450981	11410.162369252323	14905.17850942838	21915.619943383444	12661.708614157107	9105.99782549199	9118.018391192885
PWY-5897	11120.169279917814	20309.27291927621	20300.76214988469	27959.734320401785	28360.901147234108	23603.438575548345	14854.264879834123	38334.02809356444	23823.92112253965	18760.77866049737	51450.86454937628	45757.740645221915	16117.212325634058	11158.83718304845	25480.84071801394	51929.818549213676	19470.90774787418	21650.688743123046	46230.977678331416	28627.908703277444	22155.220429459383	46133.36941600098	17759.61809307087	6379.891186801438	47958.193425449965	14370.704444834046	34250.48938740344	20267.639574806268	22276.38167321911	60209.60208419215	17788.09885273106	58410.77898027626	29720.960843578985	56546.03257315389	76316.27605667809	73822.12048110901	12732.750767241638	28927.605255661707	27012.537277766303	33981.58524833023	22093.285494935426	14393.306500669347	37361.28765545561	27783.159718844017	28209.850934786216	43024.41821349947	37237.36227555093	17499.672497154104	27984.47290178815	16559.55992138093	39021.391769139285	13689.347305473379	16206.664483153894	30057.59790899505	27443.479235658615	16646.97621535667	14276.658747291383	26723.702246692832	49783.987338691215	33147.47922147628	30250.78180810041	18021.04059465017	19674.895624885736
PWY-5898	11120.169279917814	20309.27291927621	20300.76214988469	27959.734320401785	28360.901147234108	23603.438575548345	14854.264879834123	38334.02809356444	23823.92112253965	18760.77866049737	51450.86454937628	45757.740645221915	16117.212325634058	11158.83718304845	25480.84071801394	51929.818549213676	19470.90774787418	21650.688743123046	46230.977678331416	28627.908703277444	22155.220429459383	46133.36941600098	17759.61809307087	6379.891186801438	47958.193425449965	14370.704444834046	34250.48938740344	20267.639574806268	22276.38167321911	60209.60208419215	17788.09885273106	58410.77898027626	29720.960843578985	56546.03257315389	76316.27605667809	73822.12048110901	12732.750767241638	28927.605255661707	27012.537277766303	33981.58524833023	22093.285494935426	14393.306500669347	37361.28765545561	27783.159718844017	28209.850934786216	43024.41821349947	37237.36227555093	17499.672497154104	27984.47290178815	16559.55992138093	39021.391769139285	13689.347305473379	16206.664483153894	30057.59790899505	27443.479235658615	16646.97621535667	14276.658747291383	26723.702246692832	49783.987338691215	33147.47922147628	30250.78180810041	18021.04059465017	19674.895624885736
PWY-5899	11120.169279917814	20309.27291927621	20300.76214988469	27959.734320401785	28360.901147234108	23603.438575548345	14854.264879834123	38334.02809356444	23823.92112253965	18760.77866049737	51450.86454937628	45757.740645221915	16117.212325634058	11158.83718304845	25480.84071801394	51929.818549213676	19470.90774787418	21650.688743123046	46230.977678331416	28627.908703277444	22155.220429459383	46133.36941600098	17759.61809307087	6379.891186801438	47958.193425449965	14370.704444834046	34250.48938740344	20267.639574806268	22276.38167321911	60209.60208419215	17788.09885273106	58410.77898027626	29720.960843578985	56546.03257315389	76316.27605667809	73822.12048110901	12732.750767241638	28927.605255661707	27012.537277766303	33981.58524833023	22093.285494935426	14393.306500669347	37361.28765545561	27783.159718844017	28209.850934786216	43024.41821349947	37237.36227555093	17499.672497154104	27984.47290178815	16559.55992138093	39021.391769139285	13689.347305473379	16206.664483153894	30057.59790899505	27443.479235658615	16646.97621535667	14276.658747291383	26723.702246692832	49783.987338691215	33147.47922147628	30250.78180810041	18021.04059465017	19674.895624885736
